row_label_raw,row_label_full,b) Phải thu dài hạn khác,Số cuối năm VND > Giá trị gốc,Số cuối năm VND > Dự phòng,Số đầu năm VND > Giá trị gốc,Số đầu năm VND > Dự phòng,numeric__Số cuối năm VND > Giá trị gốc,numeric__Số cuối năm VND > Dự phòng,numeric__Số đầu năm VND > Giá trị gốc,numeric__Số đầu năm VND > Dự phòng
Phải thu khác,Phải thu khác,Phải thu khác,87.318.359.768,-,87.318.359.768,-,87318359768.0,,87318359768.0,
Phải thu về hợp đồng hợp tác kinh doanh,Phải thu về hợp đồng hợp tác kinh doanh,Phải thu về hợp đồng hợp tác kinh doanh,87.318.359.768,-,87.318.359.768,-,87318359768.0,,87318359768.0,
Công ty Cổ phần Đầu tư Xây dựng ATA,Công ty Cổ phần Đầu tư Xây dựng ATA,Công ty Cổ phần Đầu tư Xây dựng ATA,84.318.359.768,-,84.318.359.768,-,84318359768.0,,84318359768.0,
Công ty Cổ phần Đầu tư và Thương mại DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,3.000.000.000,-,3.000.000.000,-,3000000000.0,,3000000000.0,
Cộng,Cộng,Cộng,87.318.359.768,-,87.318.359.768,-,87318359768.0,,87318359768.0,
