row_label_raw,row_label_full,Tên cổ phiếu,: Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,numeric__: Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng
Mã cổ phiếu,Mã cổ phiếu,Mã cổ phiếu,: DIG,
Loại cổ phiếu,Loại cổ phiếu,Loại cổ phiếu,: Phổ thông,
Mệnh giá cổ phiếu,Mệnh giá cổ phiếu,Mệnh giá cổ phiếu,: 10.000 đồng,
Ngày phát hành,Ngày phát hành,Ngày phát hành,: 15/8/2015,
Ngày kết thúc,Ngày kết thúc,Ngày kết thúc,: 21/8/2015,
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,: 20.000.000 cổ phiếu,
Giá trị đăng ký phát hành,Giá trị đăng ký phát hành,Giá trị đăng ký phát hành,: 200.000.000.000 đồng,
Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,: 19.900.000 cổ phiếu,
Giá trị đã phát hành,Giá trị đã phát hành,Giá trị đã phát hành,: 199.000.000.000 đồng,
Số tiền thu được,Số tiền thu được,Số tiền thu được,: 210.940.000.000 đồng,
Phí phát hành,Phí phát hành,Phí phát hành,: 1.690.000.000 đồng,
Thu ròng từ đợt phát hành,Thu ròng từ đợt phát hành,Thu ròng từ đợt phát hành,: 209.250.000.000 đồng,
Vốn chủ sở hữu tăng thêm,Vốn chủ sở hữu tăng thêm,Vốn chủ sở hữu tăng thêm,: 210.940.000.000 đồng,
