row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
01,01,01,Lợi nhuận trước thuếĐiều chỉnh cho các khoản,-,160.964.281.947,128.135.130.882,,,160964281947.0,128135130882.0
02,02,02,Khấu hao tài sản cố định và bất động sản đầu tư,6.602.196.698,6.242.152.566,,,6602196698.0,6242152566.0,
03,03,03,Các khoản dự phòng,(9.679.656.403),(3.983.890.116),,,-9679656403.0,-3983890116.0,
04,04,04,"Lãi, lỗ chênh lệch tỷ giá đánh giá lại khoản mục tiền",-,21.054.891.039,,,,21054891039.0,
05,05,05,"Lãi, lỗ từ hoạt động đầu tư",(86.951.387.652),(26.295.210.764),,,-86951387652.0,-26295210764.0,
06,06,06,Chi phí lãi vay,6.802.884.400,5.004.898.055,,,6802884400.0,5004898055.0,
08,08,08,Lợi nhuận từ hoạt động KD trước thay đổi vốn LĐ,72.444.490.738,130.157.971.662,,,72444490738.0,130157971662.0,
09,09,09,"Tăng, giảm các khoản phải thu",177.238.579.585,(349.170.498.334),,,177238579585.0,-349170498334.0,
10,10,10,"Tăng, giảm hàng tồn kho",(491.627.524.427),(385.045.823.259),,,-491627524427.0,-385045823259.0,
11,11,11,"Tăng, giảm các khoản phải trả",309.371.263.122,405.344.837.742,,,309371263122.0,405344837742.0,
12,12,12,"Tăng, giảm chi phí trả trước",(2.885.335.566),(34.221.809.976),,,-2885335566.0,-34221809976.0,
13,13,13,"Tăng, giảm chứng khoán kinh doanh",-,-,,,,,
14,13 > 14,14,Tiền lãi vay đã trả,(177.239.238.470),(137.099.483.121),,,-177239238470.0,-137099483121.0,
15,13 > 15,15,Thuế thu nhập doanh nghiệp đã nộp,(30.771.271.533),(4.017.140.612),,,-30771271533.0,-4017140612.0,
16,16,16,Tiền thu khác từ hoạt động kinh doanh,-,-,,,,,
17,16 > 17,17,Tiền chi khác cho hoạt động kinh doanh,(4.255.915.955),(8.513.024.195),,,-4255915955.0,-8513024195.0,
20,16 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,(147.724.952.506),(382.564.970.093),,,-147724952506.0,-382564970093.0,
,,,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,
21,16 > 21,21,"Tiền chi mua sắm, xây dựng TS và tài sản dài hạn khác",(5.075.803.236),(360.567.825),,,-5075803236.0,-360567825.0,
22,22,22,"Tiền thu thanh lý, bán TSCĐ, tài sản dài hạn khác",-,-,,,,,
23,22 > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",(16.000.000.000),(69.800.000.000),,,-16000000000.0,-69800000000.0,
24,22 > 24,24,"Tiền thu cho vay, bán lại công cụ nợ của đơn vị khác",-,64.758.425.160,,,,64758425160.0,
25,22 > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,(139.552.826.811),(870.498.847),,,-139552826811.0,-870498847.0,
26,22 > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,373.820.680.000,82.639.524.860,,,373820680000.0,82639524860.0,
27,22 > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",86.951.387.652,24.468.408.360,,,86951387652.0,24468408360.0,
30,22 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,300.143.437.605,100.835.291.708,,,300143437605.0,100835291708.0,
,,,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,,,,
31,22 > 31,31,"Tiền thu phát hành CP, nhận vốn góp của chủ sở hữu",-,65.000.000.000,,,,65000000000.0,
32,32,32,"Tiền trả lại vốn cho các CSH, mua lại CP đã phát hành",-,-,,,,,
33,32 > 33,33,Tiền thu từ đi vay,262.054.263.390,677.295.883.017,,,262054263390.0,677295883017.0,
34,32 > 34,34,Tiền trả nợ gốc vay,(285.749.209.803),(345.907.043.687),,,-285749209803.0,-345907043687.0,
35,35,35,Tiền trả nợ gốc thuê tài chính,-,-,,,,,
36,35 > 36,36,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",(107.187.668.550),-,,,-107187668550.0,,
40,35 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,(130.882.614.963),396.388.839.330,,,-130882614963.0,396388839330.0,
