row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,VI.1,1.035.726.377.433,716.192.871.872,,,1035726377433.0,716192871872.0
02,02,02,Các khoản giảm trừ doanh thu,VI.2,109.055.920.967,162.708.886.794,,,109055920967.0,162708886794.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,VI.3,926.670.456.466,553.483.985.078,,,926670456466.0,553483985078.0
11,11,11,Giá vốn hàng bán,VI.4,786.540.569.840,362.630.564.218,,,786540569840.0,362630564218.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,140.129.886.626,190.853.420.860,,,140129886626.0,190853420860.0
21,21,21,Doanh thu hoạt động tài chính,VI.5,97.724.178.294,32.883.753.060,,,97724178294.0,32883753060.0
22,22,22,Chi phí tài chính,VI.6,19.043.816.572,37.712.312.492,,,19043816572.0,37712312492.0
23,23,23,Trong đó: Chi phí lãi vay,,6.802.884.400,5.004.898.055,,,6802884400.0,5004898055.0
25,25,25,Chi phí bán hàng,VI.7,27.046.800.288,7.987.650.802,,,27046800288.0,7987650802.0
26,26,26,Chi phí quản lý doanh nghiệp,VI.7,63.299.284.065,51.792.360.562,,,63299284065.0,51792360562.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,128.464.163.995,126.244.850.064,,,128464163995.0,126244850064.0
31,31,31,Thu nhập khác,,35.389.060.414,2.428.566.002,,,35389060414.0,2428566002.0
32,32,32,Chi phí khác,,2.888.942.462,538.285.184,,,2888942462.0,538285184.0
40,40,40,Lợi nhuận khác,VI.8,32.500.117.952,1.890.280.818,,,32500117952.0,1890280818.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,160.964.281.947,128.135.130.882,,,160964281947.0,128135130882.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp hiện hành,VI.9,35.331.558.665,27.717.806.702,,,35331558665.0,27717806702.0
52,52,52,Chi phí thuế thu nhập doanh nghiệp hoãn lại,,(2.741.310.214),(5.459.240.856),,,-2741310214.0,-5459240856.0
60,60,60,Lợi nhuận sau thuế thu nhập doanh nghiệp,,128.374.033.496,105.876.565.036,,,128374033496.0,105876565036.0
