row_label_raw,row_label_full,"(i) Chi tiết tăng, giảm chi phí xây dựng cơ bản dở dang > Số đầu năm > Đầu tư xây dựng tăng trong năm",Năm nay VND > 1.068.269.412 > 537.030.508,Năm trước VND > 222.062.503 > 846.206.909,numeric__Năm nay VND > 1.068.269.412 > 537.030.508,numeric__Năm trước VND > 222.062.503 > 846.206.909
Đầu tư xây dựng hoàn thành tăng tài sản cố định,Đầu tư xây dựng hoàn thành tăng tài sản cố định,Đầu tư xây dựng hoàn thành tăng tài sản cố định,(432.251.417),,-432251417.0,
Số cuối năm,Số cuối năm,Số cuối năm,1.173.048.503,1.068.269.412,1173048503.0,1068269412.0
