row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Tính chất giao dịch,Năm 2024 VND,Năm 2023 VND,numeric__Mối quan hệ,numeric__Tính chất giao dịch,numeric__Năm 2024 VND,numeric__Năm 2023 VND
Bán hàng,Bán hàng,Bán hàng,,,1.569.767.352,1.525.987.092,,,1569767352.0,1525987092.0
Công ty Cổ phần Bánh Givral,Công ty Cổ phần Bánh Givral,Công ty Cổ phần Bánh Givral,Công ty con của OCH,Cho thuê văn phòng,1.569.767.352,1.525.987.092,,,1569767352.0,1525987092.0
Lãi vay,Lãi vay,Lãi vay,,,2.206.658.039,2.640.754.703,,,2206658039.0,2640754703.0
Công ty Cổ phần Viptour - Togi,Công ty Cổ phần Viptour - Togi,Công ty Cổ phần Viptour - Togi,Công ty con của OCH,Lãi vay,2.206.658.039,2.640.754.703,,,2206658039.0,2640754703.0
