row_label_raw,row_label_full,col_0,Vốn đầu tư của chủ sở hữu,Vốn khác của chủ sở hữu,Cổ phiếu quỹ,Quỹ đầu tư phát triển,Quỹ khác thuộc vốn chủ sở hữu phát triển,Lợi nhuận sau thuế chưa phân phối,Đơn vi tính: VND,numeric__Vốn đầu tư của chủ sở hữu,numeric__Vốn khác của chủ sở hữu,numeric__Cổ phiếu quỹ,numeric__Quỹ đầu tư phát triển,numeric__Quỹ khác thuộc vốn chủ sở hữu phát triển,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Đơn vi tính: VND
Số dư tại 01/01/2023,Số dư tại 01/01/2023,Số dư tại 01/01/2023,3.000.000.000.000,1.286.825.482,(10.000),99.871.176.744,10.830.443.286,(2.681.943.981.370),430.044.454.142,3000000000000.0,1286825482.0,-10000.0,99871176744.0,10830443286.0,-2681943981370.0,430044454142.0
Lãi trong năm trước,Lãi trong năm trước,Lãi trong năm trước,-,-,-,-,-,59.134.101.897,59.134.101.897,,,,,,59134101897.0,59134101897.0
Phân phối lợi nhuận,Phân phối lợi nhuận,Phân phối lợi nhuận,-,-,-,-,-,(469.243.356),(469.243.356),,,,,,-469243356.0,-469243356.0
Số dư tại 31/12/2023,Số dư tại 31/12/2023,Số dư tại 31/12/2023,3.000.000.000.000,1.286.825.482,(10.000),99.871.176.744,10.830.443.286,(2.623.279.122.829),488.709.312.683,3000000000000.0,1286825482.0,-10000.0,99871176744.0,10830443286.0,-2623279122829.0,488709312683.0
Số dư tại 01/01/2024,Số dư tại 01/01/2024,Số dư tại 01/01/2024,3.000.000.000.000,1.286.825.482,(10.000),99.871.176.744,10.830.443.286,(2.623.279.122.829),488.709.312.683,3000000000000.0,1286825482.0,-10000.0,99871176744.0,10830443286.0,-2623279122829.0,488709312683.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,-,-,-,-,-,75.074.685.369,75.074.685.369,,,,,,75074685369.0,75074685369.0
Trích quỹ khen thưởng phúc lợi (i),Trích quỹ khen thưởng phúc lợi (i),Trích quỹ khen thưởng phúc lợi (i),-,-,-,-,-,(591.341.019),(591.341.019),,,,,,-591341019.0,-591341019.0
Số dư tại 31/12/2024,Số dư tại 31/12/2024,Số dư tại 31/12/2024,3.000.000.000.000,1.286.825.482,(10.000),99.871.176.744,10.830.443.286,(2.548.795.778.479),563.192.657.033,3000000000000.0,1286825482.0,-10000.0,99871176744.0,10830443286.0,-2548795778479.0,563192657033.0
