row_label_raw,row_label_full,col_0,31/12/2024 (VND) > Giá trị gốc,31/12/2024 (VND) > Giá có thể thu hồi,01/01/2024 (VND) > Giá trị gốc,01/01/2024 (VND) > Giá có thể thu hồi,numeric__31/12/2024 (VND) > Giá trị gốc,numeric__31/12/2024 (VND) > Giá có thể thu hồi,numeric__01/01/2024 (VND) > Giá trị gốc,numeric__01/01/2024 (VND) > Giá có thể thu hồi
Công ty Cổ phần Giày da và May mặc xuất khẩu,Công ty Cổ phần Giày da và May mặc xuất khẩu,Công ty Cổ phần Giày da và May mặc xuất khẩu,-,-,44.383.247.680,-,,,44383247680.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,223.619.146,-,-,-,223619146.0,,,
Tổng,Tổng,Tổng,223.619.146,-,44.383.247.680,-,223619146.0,,44383247680.0,
