row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị ghi sổ,31/12/2024 > Dự phòng,01/01/2024 > Giá trị ghi sổ,01/01/2024 > Dự phòng,numeric__31/12/2024 > Giá trị ghi sổ,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị ghi sổ,numeric__01/01/2024 > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,9.924.444.368,(223.619.146),1.978.566.348,-,9924444368.0,-223619146.0,1978566348.0,
Phải thu khác,Phải thu khác,Phải thu khác,303.356.518,(223.619.146),834.859.909,-,303356518.0,-223619146.0,834859909.0,
Lãi dự thu ngân hàng,Lãi dự thu ngân hàng,Lãi dự thu ngân hàng,26.797.258,-,180.136.548,-,26797258.0,,180136548.0,
+ Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Đống Đa,+ Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Đống Đa,+ Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Đống Đa,-,-,180.136.548,-,,,180136548.0,
+ Ngân hàng TMCP Á Châu - Chi nhánh Trần Duy Hưng,+ Ngân hàng TMCP Á Châu - Chi nhánh Trần Duy Hưng,+ Ngân hàng TMCP Á Châu - Chi nhánh Trần Duy Hưng,26.797.258,-,-,-,26797258.0,,,
Phải thu đối tượng khác,Phải thu đối tượng khác,Phải thu đối tượng khác,276.559.260,(223.619.146),654.723.361,-,276559260.0,-223619146.0,654723361.0,
Tạm ứng,Tạm ứng,Tạm ứng,9.621.087.850,-,1.143.706.439,-,9621087850.0,,1143706439.0,
Dải hạn,Dải hạn,Dải hạn,179.475.723.180,-,179.677.130.180,(44.383.247.680),179475723180.0,,179677130180.0,-44383247680.0
Phải thu khác,Phải thu khác,Phải thu khác,179.473.550.180,-,179.473.550.180,(44.383.247.680),179473550180.0,,179473550180.0,-44383247680.0
Công ty TNHH VNT (1),Công ty TNHH VNT (1),Công ty TNHH VNT (1),78.027.802.500,-,78.027.802.500,-,78027802500.0,,78027802500.0,
Công ty Cổ phần Licogi 19 (2),Công ty Cổ phần Licogi 19 (2),Công ty Cổ phần Licogi 19 (2),57.000.000.000,-,57.000.000.000,-,57000000000.0,,57000000000.0,
Công ty Cổ phần Giày da và Máy mặc xuất khẩu (3),Công ty Cổ phần Giày da và Máy mặc xuất khẩu (3),Công ty Cổ phần Giày da và Máy mặc xuất khẩu (3),44.383.247.680,-,44.383.247.680,(44.383.247.680),44383247680.0,,44383247680.0,-44383247680.0
Công ty Cổ phần Đầu tư Phát triển Gia Định,Công ty Cổ phần Đầu tư Phát triển Gia Định,Công ty Cổ phần Đầu tư Phát triển Gia Định,62.500.000,-,62.500.000,-,62500000.0,,62500000.0,
"Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",2.173.000,-,203.580.000,-,2173000.0,,203580000.0,
Tổng,Tổng,Tổng,189.400.167.548,(223.619.146),181.655.696.528,(44.383.247.680),189400167548.0,-223619146.0,181655696528.0,-44383247680.0
