row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Xử lý công nợ,Thu nhập khác > Xử lý công nợ,Xử lý công nợ,-,9.108.298.807,,9108298807.0
Tài sản nhận được từ công nợ đã được xóa nợ (i),Thu nhập khác > Tài sản nhận được từ công nợ đã được xóa nợ (i),Tài sản nhận được từ công nợ đã được xóa nợ (i),20.425.909.091,-,20425909091.0,
Tiền phạt thu được,Thu nhập khác > Tiền phạt thu được,Tiền phạt thu được,-,37.368.292,,37368292.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,275.356.453,84.498.243,275356453.0,84498243.0
Tổng,Thu nhập khác > Tổng,Tổng,20.701.265.544,9.230.165.342,20701265544.0,9230165342.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Xử lý công nợ,Chi phí khác > Xử lý công nợ,Xử lý công nợ,-,2.297.281.855,,2297281855.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,90.407.497,72.775.182,90407497.0,72775182.0
Tổng,Chi phí khác > Tổng,Tổng,90.407.497,2.370.057.037,90407497.0,2370057037.0
Thu nhập khác/chi phí khác (thuẩn),Chi phí khác > Thu nhập khác/chi phí khác (thuẩn),Thu nhập khác/chi phí khác (thuẩn),20.610.858.047,6.860.108.305,20610858047.0,6860108305.0
