row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2024VND,01/01/2024VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2024VND,numeric__01/01/2024VND
A -,A -,A -,TÀI SẢN NGĂN HẠN(100=110+120+130+140+150),100,,53.604.670.575,56.300.266.303,,100.0,,53604670575.0,56300266303.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,20.986.453.949,22.944.111.995,,110.0,51.0,20986453949.0,22944111995.0
1.,1.,1.,Tiền,111,,6.486.453.949,481.268.175,,111.0,,6486453949.0,481268175.0
2.,2.,2.,Các khoản tương đương tiền,112,,14.500.000.000,22.462.843.820,,112.0,,14500000000.0,22462843820.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,6.703.341.667,6.278.675.000,,120.0,,6703341667.0,6278675000.0
1.,1.,1.,Chứng khoán kinh doanh,121,5.2,21.755.491.533,21.755.491.533,,121.0,52.0,21755491533.0,21755491533.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,5.2,(15.052.149.866),(15.476.816.533),,122.0,52.0,-15052149866.0,-15476816533.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,16.002.516.829,7.729.306.101,,130.0,,16002516829.0,7729306101.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,6.266.092.187,5.750.739.753,,131.0,53.0,6266092187.0,5750739753.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,35.599.420,-,,132.0,,35599420.0,
6.,6.,6.,Phải thu ngắn hạn khác,136,5.4,9.924.444.368,1.978.566.348,,136.0,54.0,9924444368.0,1978566348.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,"5,6",(223.619.146),-,,137.0,5.6,-223619146.0,
IV.,IV.,IV.,Hàng tồn kho,140,5.5,4.416.647.857,12.781.999.306,,140.0,55.0,4416647857.0,12781999306.0
1.,1.,1.,Hàng tồn kho,141,,4.416.647.857,12.781.999.306,,141.0,,4416647857.0,12781999306.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,5.495.710.273,6.566.173.901,,150.0,,5495710273.0,6566173901.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,4.409.491.690,5.479.955.318,,152.0,,4409491690.0,5479955318.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,"5,14",1.086.218.583,1.086.218.583,,153.0,5.14,1086218583.0,1086218583.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+240+250+260),200,,1.458.329.646.294,1.397.181.940.622,,200.0,,1458329646294.0,1397181940622.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,179.475.723.180,135.293.882.500,,210.0,,179475723180.0,135293882500.0
6.,6.,6.,Phải thu dài hạn khác,216,5.4,179.475.723.180,179.677.130.180,,216.0,54.0,179475723180.0,179677130180.0
7.,7.,7.,Dự phòng phải thu dài hạn khó đòi,219,5.6,-,(44.383.247.680),,219.0,56.0,,-44383247680.0
II.,II.,II.,Tài sản cố định,220,,-,-,,220.0,,,
1.,1.,1.,Tài sản cố định hữu hình,221,5.7,-,-,,221.0,57.0,,
,,,Nguyên giá,222,,1.379.211.818,1.379.211.818,,222.0,,1379211818.0,1379211818.0
,,,Giá trị hao mòn lũy kế,223,,(1.379.211.818),(1.379.211.818),,223.0,,-1379211818.0,-1379211818.0
3.,3.,3.,Tài sản cố định vô hình,227,5.8,-,-,,227.0,58.0,,
,,,Nguyên giá,228,,313.750.000,313.750.000,,228.0,,313750000.0,313750000.0
,,,Giá trị hao mòn lũy kế,229,,(313.750.000),(313.750.000),,229.0,,-313750000.0,-313750000.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,32.396.501.639,31.754.816.362,,240.0,,32396501639.0,31754816362.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.9,32.396.501.639,31.754.816.362,,242.0,59.0,32396501639.0,31754816362.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.11,950.213.655.626,945.939.206.842,,250.0,511.0,950213655626.0,945939206842.0
1.,1.,1.,Đầu tư vào Công ty con,251,,1.115.173.383.735,1.595.638.684.744,,251.0,,1115173383735.0,1595638684744.0
2.,2.,2.,"Đầu tư vào Công ty liên kết, liên doanh",252,,104.228.000.000,104.228.000.000,,252.0,,104228000000.0,104228000000.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(269.187.728.109),(753.927.477.902),,254.0,,-269187728109.0,-753927477902.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,296.243.765.849,284.194.034.918,,260.0,,296243765849.0,284194034918.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.10,296.243.765.849,284.194.034.918,,261.0,510.0,296243765849.0,284194034918.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,1.511.934.316.869,1.453.482.206.925,,270.0,,1511934316869.0,1453482206925.0
