row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,8.561.943.274.027,10.252.090.987.670,8561943274027.0,10252090987670.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,5.837.579.289.992,5.673.180.916.323,5837579289992.0,5673180916323.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",2.710.342.321.116,4.336.853.675.015,2710342321116.0,4336853675015.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,14.021.662.919,242.056.396.332,14021662919.0,242056396332.0
Các khoản giảm trừ doanh thu,Trong đó > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(111.562.528.907),(82.839.212.167),-111562528907.0,-82839212167.0
Chiết khấu thương mại,Trong đó > Chiết khấu thương mại,Chiết khấu thương mại,(111.526.951.657),(80.800.069.203),-111526951657.0,-80800069203.0
Hàng bán bị trả lại,Trong đó > Hàng bán bị trả lại,Hàng bán bị trả lại,(35.577.250),(2.039.142.964),-35577250.0,-2039142964.0
Doanh thu thuần,Trong đó > Doanh thu thuần,Doanh thu thuần,8.450.380.745.120,10.169.251.775.503,8450380745120.0,10169251775503.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,5.726.016.761.085,5.590.341.704.156,5726016761085.0,5590341704156.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",2.710.342.321.116,4.336.853.675.015,2710342321116.0,4336853675015.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,14.021.662.919,242.056.396.332,14021662919.0,242056396332.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên thứ ba,Trong đó: > Doanh thu đối với bên thứ ba,Doanh thu đối với bên thứ ba,2.521.727.206.170,2.675.183.218.941,2521727206170.0,2675183218941.0
Doanh thu đối với bên liên quan (Thuyết minh số 33),Trong đó: > Doanh thu đối với bên liên quan (Thuyết minh số 33),Doanh thu đối với bên liên quan (Thuyết minh số 33),5.928.653.538.950,7.494.068.556.562,5928653538950.0,7494068556562.0
