row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,1.329.761.090.000,,,,1329761090000.0
33,33,33,Tiền thu từ đi vay,,8.497.559.191.916,8.855.407.545.776,,,8497559191916.0,8855407545776.0
34,34,34,Tiền trả nợ gốc vay,,(7.959.998.085.841),(10.417.548.781.076),,,-7959998085841.0,-10417548781076.0
35,35,35,Tiền trả nợ gốc thuê tài chính,,(87.176.175.973),(102.071.734.204),,,-87176175973.0,-102071734204.0
40,40,40,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,,450.384.930.102,(334.451.879.504),,,450384930102.0,-334451879504.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(63.027.998.785),(154.193.631.199),,,-63027998785.0,-154193631199.0
60,60,60,Tiền và tương đương tiền đầu năm,,327.057.229.728,481.247.655.910,,,327057229728.0,481247655910.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,1.869.468,3.205.017,,,1869468.0,3205017.0
70,70,70,Tiền và tương đương tiền cuối năm,5,264.031.100.411,327.057.229.728,,5.0,264031100411.0,327057229728.0
