row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản:,,824.246.406.631,376.611.212.498,,,824246406631.0,376611212498.0
02,02,02,"Khấu hao tài sản cố định hữu hình, tài sản cố định thuê tài chính và bất động sản đầu tư",31,61.123.236.800,61.991.939.553,,31.0,61123236800.0,61991939553.0
03,03,03,(Hoàn nhập dự phòng)/các khoản dự phòng,,(53.176.638.491),119.263.671.477,,,-53176638491.0,119263671477.0
04,04,04,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(1.869.468),(3.205.017),,,-1869468.0,-3205017.0
05,05,05,Lãi từ hoạt động đầu tư,,(469.007.304.276),(131.613.443.402),,,-469007304276.0,-131613443402.0
06,06,06,Chi phí lãi vay,28,97.663.684.458,106.018.924.136,,28.0,97663684458.0,106018924136.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,460.847.515.654,532.269.099.245,,,460847515654.0,532269099245.0
09,09,09,Giảm các khoản phải thu,,878.365.343.138,1.095.887.398.632,,,878365343138.0,1095887398632.0
10,10,10,Giảm hàng tồn kho,,214.868.759.840,53.917.452.929,,,214868759840.0,53917452929.0
11,11,11,Tăng các khoản phải trả,,612.160.410.766,171.464.258.311,,,612160410766.0,171464258311.0
12,12,12,(Tăng)/giảm chi phí trả trước,,(3.866.292.013),2.097.045.350,,,-3866292013.0,2097045350.0
14,14,14,Tiền lãi vay đã trả,,(98.135.796.702),(106.185.368.245),,,-98135796702.0,-106185368245.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,20,(58.500.000.000),(31.027.000.000),,20.0,-58500000000.0,-31027000000.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,9.428.099.602,-,,,9428099602.0,
17,17,17,Tiền chi khác cho hoạt động kinh doanh,24,(40.956.295.077),(19.871.713.000),,24.0,-40956295077.0,-19871713000.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.974.211.745.208,1.698.551.173.222,,,1974211745208.0,1698551173222.0
,,,II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(298.922.624.908),(76.594.064.169),,,-298922624908.0,-76594064169.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ",,37.811.930.994,5.514.623.481,,,37811930994.0,5514623481.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(1.160.879.381.332),(1.572.652.223.664),,,-1160879381332.0,-1572652223664.0
24,24,24,Tiền thu hồi lại khoản tiền gửi có kỳ hạn,,75.500.000.000,25.000.000.000,,,75500000000.0,25000000000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(1.612.550.200.000),-,,,-1612550200000.0,
27,27,27,"Tiền thu lãi tiền gửi, cổ tức và lợi nhuận được chia",,471.415.601.151,100.438.739.435,,,471415601151.0,100438739435.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(2.487.624.674.095),(1.518.292.924.917),,,-2487624674095.0,-1518292924917.0
