row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,122.784.801.201,110.154.550.796,122784801201.0,110154550796.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,77.987.105.000,68.376.543.000,77987105000.0,68376543000.0
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",6.556.680.346,5.470.763.000,6556680346.0,5470763000.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,2.692.343.958,2.518.583.066,2692343958.0,2518583066.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,15.742.901.597,15.643.274.155,15742901597.0,15643274155.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,19.805.770.300,18.145.387.575,19805770300.0,18145387575.0
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,224.382.497.345,271.648.890.041,224382497345.0,271648890041.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,71.476.171.250,68.012.974.100,71476171250.0,68012974100.0
- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,8.122.138.966,4.627.836.981,8122138966.0,4627836981.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,24.248.134.094,22.364.012.170,24248134094.0,22364012170.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,35.039.939.834,31.006.628.649,35039939834.0,31006628649.0
- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,76.862.251.509,136.275.165.477,76862251509.0,136275165477.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,8.633.861.692,9.362.272.664,8633861692.0,9362272664.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,347.167.298.546,381.803.440.837,347167298546.0,381803440837.0
