row_label_raw,row_label_full,col_0,Bảng cân đối kế toán riêng > Số cuối năm,Bảng cân đối kế toán riêng > Số đầu năm,Đơn vị tính: VNDBáo cáo kết quả hoạt độngkinh doanh riêng > Năm nay,Đơn vị tính: VNDBáo cáo kết quả hoạt độngkinh doanh riêng > Năm trước,numeric__Bảng cân đối kế toán riêng > Số cuối năm,numeric__Bảng cân đối kế toán riêng > Số đầu năm,numeric__Đơn vị tính: VNDBáo cáo kết quả hoạt độngkinh doanh riêng > Năm nay,numeric__Đơn vị tính: VNDBáo cáo kết quả hoạt độngkinh doanh riêng > Năm trước
Tài sản thuế thu nhập hoãn lạiChiết khấuthương mại chưa xuất hóa đơn,Tài sản thuế thu nhập hoãn lạiChiết khấuthương mại chưa xuất hóa đơn,Tài sản thuế thu nhập hoãn lạiChiết khấuthương mại chưa xuất hóa đơn,16.729.042.749,12.120.010.380,4.609.032.369,12.120.010.380,16729042749.0,12120010380.0,4609032369.0,12120010380.0
Tài sản thuế thu nhập hoãn lại thuần,Tài sản thuế thu nhập hoãn lại thuần,Tài sản thuế thu nhập hoãn lại thuần,16.729.042.749,12.120.010.380,,,16729042749.0,12120010380.0,,
Thu nhập thuế thu nhập hoãn lại tỉnhvào báo cáo kếtquả hoạt độngkinh doanh riêng,Thu nhập thuế thu nhập hoãn lại tỉnhvào báo cáo kếtquả hoạt độngkinh doanh riêng,Thu nhập thuế thu nhập hoãn lại tỉnhvào báo cáo kếtquả hoạt độngkinh doanh riêng,,,4.609.032.369,12.120.010.380,,,4609032369.0,12120010380.0
