row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,5.895.698.686.359,4.696.961.209.865,,,5895698686359.0,4696961209865.0
310,310,310,I. Nợ ngắn hạn,,4.046.461.435.522,4.204.624.040.351,,,4046461435522.0,4204624040351.0
311,311,311,1. Phải trả người bán ngắn hạn,18,638.848.297.922,266.536.451.503,,18.0,638848297922.0,266536451503.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,937.069.902.514,620.633.593.242,,19.0,937069902514.0,620633593242.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,68.784.615.303,60.438.976.121,,20.0,68784615303.0,60438976121.0
314,314,314,4. Phải trả người lao động,,26.223.344.033,19.657.642.812,,,26223344033.0,19657642812.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,25.814.130.895,40.148.643.248,,21.0,25814130895.0,40148643248.0
319,319,319,6. Phải trả ngắn hạn khác,22,165.467.649.627,253.938.421.243,,22.0,165467649627.0,253938421243.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,23,2.011.710.633.423,2.929.771.155.300,,23.0,2011710633423.0,2929771155300.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",24,172.542.861.805,13.499.156.882,,24.0,172542861805.0,13499156882.0
330,330,330,II. Nợ dài hạn,,1.849.237.250.837,492.337.169.514,,,1849237250837.0,492337169514.0
337,337,337,1. Phải trả dài hạn khác,22,104.250.654.764,119.007.867.420,,22.0,104250654764.0,119007867420.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,23,1.744.986.596.073,373.329.302.094,,23.0,1744986596073.0,373329302094.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,7.430.641.135.258,6.874.936.529.720,,,7430641135258.0,6874936529720.0
410,410,410,I. Vốn chủ sở hữu,25,7.430.641.135.258,6.874.936.529.720,,25.0,7430641135258.0,6874936529720.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.848.666.670.000,3.346.691.450.000,,,3848666670000.0,3346691450000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.848.666.670.000,3.346.691.450.000,,,3848666670000.0,3346691450000.0
412,412,412,2. Thắng dư vốn cổ phần,,821.422.222.221,821.422.222.221,,,821422222221.0,821422222221.0
418,418,418,3. Quỹ đầu tư phát triển,,1.887.993.567.277,1.824.748.524.822,,,1887993567277.0,1824748524822.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,872.558.675.760,882.074.332.677,,,872558675760.0,882074332677.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,113.019.070.222,562.977.443.769,,,113019070222.0,562977443769.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,759.539.605.538,319.096.888.908,,,759539605538.0,319096888908.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,13.326.339.821.617,11.571.897.739.585,,,13326339821617.0,11571897739585.0
