row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệ biểu quyết (%),Tỷ lệ sở hữu (%),Địa chỉ trụ sở chính,Hoạt động chính trong năm,numeric__Tên công ty,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ sở hữu (%),numeric__Địa chỉ trụ sở chính,numeric__Hoạt động chính trong năm
14,14,14,Công ty TNHH Dabaco Thanh Hóa,100,100,"Khu Cống Hang, Xã Thạch Quảng, Tĩnh Thanh Hóa","Sản xuất và kinh doanh giống gia súc, gia cầm; thức ăn chăn nuôi và lĩnh vực liên quan khác.",,100.0,100.0,,
15,15,15,Công ty TNHH Du lịch & Khách sạn Le Indochina,100,100,"Số 45, đường Nguyễn Đăng Đạo, Phường Kinh Bắc, Tĩnh Bắc Ninh","Dịch vụ lưu trú, nhà hàng, ăn uống, thương mại, dịch vụ.",,100.0,100.0,,
16,16,16,Công ty TNHH Lợn giống Dabaco Lương Tài,100,100,"Thôn Thanh Khê, Xã Trung Kênh, Tĩnh Bắc Ninh","Chăn nuôi lợn, chăn nuôi gia cầm và một số loại gia súc khác; sản xuất, kinh doanh lợn giống, lợn thịt, tinh lợn, ba ba và giống thủy sản khác.",,100.0,100.0,,
17,17,17,Công ty TNHH Dabaco Tuyên Quang,100,100,"Thôn Đình Trung, Xã Sơn Dương, Tĩnh Tuyên Quang","Sản xuất, lai tạo giống gia súc, gia cầm; chăn nuôi gia súc, gia cầm và các lĩnh vực khác liên quan.",,100.0,100.0,,
18,18,18,Công ty Cổ phần Dabaco Quảng Ninh,100,100,"Thôn Trung Lương, Phường Bình Khê, Tĩnh Quảng Ninh","Sản xuất và kinh doanh giống gia súc, gia cầm; thức ăn chăn nuôi và lĩnh vực liên quan khác.",,100.0,100.0,,
19,19,19,Công ty TNHH Đầu thực vật Dabaco,100,100,"Cụm công nghiệp Tân Chi, Xã Tân Chi, Tĩnh Bắc Ninh","Sản xuất dầu, mỡ động, thực vật.",,100.0,100.0,,
20,20,20,Công ty TNHH Dabaco Bình Phước,100,100,"Tổ 1, Áp Suối Đôi, Xã Tân Lợi, Tĩnh Đồng Nai","Chăn nuôi lợn, chăn nuôi gia cầm và một số loại gia súc khác.",,100.0,100.0,,
21,21,21,Công ty TNHH Thức ăn chăn nuôi Dabaco Bình Phước,100,100,"Áp Suối Đôi, Xã Tân Lợi, Tĩnh Đồng Nai","Sản xuất thức ăn gia súc, gia cầm, thủy sản và lĩnh vực liên quan khác.",,100.0,100.0,,
22,22,22,Công ty TNHH Phân bón Hữu cơ Việt Nhật,100,100,"Khu Sơn, Phường Hạp Lĩnh, Tĩnh Bắc Ninh",Sản xuất phân bón hữu cơ vi sinh.,,100.0,100.0,,
23,23,23,Công ty TNHH Xây dựng Đường H2 Thành phố Bắc Ninh (*),100,100,"Số 35 đường Lý Thái Tổ, Phường Võ Cường, Tĩnh Bắc Ninh",Xây dựng công trình đường sắt và đường bộ.,,100.0,100.0,,
