row_label_raw,row_label_full,col_0,Số đầu năm,Số tiền vay phát sinh trong năm,Chuyển từ vay dài hạn sang,Số tiền vay đã trả trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số tiền vay phát sinh trong năm,numeric__Chuyển từ vay dài hạn sang,numeric__Số tiền vay đã trả trong năm,numeric__Số cuối năm
Các khoản mượn tiền khác,Các khoản mượn tiền khác,Các khoản mượn tiền khác,1.650.000.000,-,-,-,1.650.000.000,1650000000.0,,,,1650000000.0
Vay ngân hàng và tổ chức,Vay ngân hàng và tổ chức,Vay ngân hàng và tổ chức,218.916.902.900,25.390.034.377,-,(23.876.060.130),220.430.877.147,218916902900.0,25390034377.0,,-23876060130.0,220430877147.0
Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,477.814.331.456,-,-,(45.541.112.000),432.273.219.456,477814331456.0,,,-45541112000.0,432273219456.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,357.041.836.912,-,6.000.000.000,(6.564.844.423),356.476.992.489,357041836912.0,,6000000000.0,-6564844423.0,356476992489.0
Cộng,Cộng,Cộng,1.055.423.071.268,25.390.034.377,6.000.000.000,(75.982.016.553),1.010.831.089.092,1055423071268.0,25390034377.0,6000000000.0,-75982016553.0,1010831089092.0
