row_label_raw,row_label_full,Hợp đồng đặt mua trái phiếu được ký kết ngày 30/12/2017,71 898 719 456,Từ ngày 30/12/2017 đến hết ngày 30/12/2022,"10%/năm cho kỳ tính lãi đầu tiên, lãi suất các kỳ tính lãi tiếp theo bằng trung bình cộng lãi suất tiền gửi tiết kiệm cá nhân bằng VND, trả sau, kỳ hạn 12 tháng công bố tại Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai, Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai, Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - CN Gia Lai tại ngày xác định lãi suất trái phiếu cộng biên độ 3,5%/năm",Bảo lãnh bởi Ông Bùi Pháp (Chủ tịch HĐQT) và Bà Nguyễn Thị Hương (xem thuyết minh VII.3c) và một số tài sản thuộc sở hữu của Công ty (xem thuyết minh V.9).,numeric__71 898 719 456,numeric__Từ ngày 30/12/2017 đến hết ngày 30/12/2022,"numeric__10%/năm cho kỳ tính lãi đầu tiên, lãi suất các kỳ tính lãi tiếp theo bằng trung bình cộng lãi suất tiền gửi tiết kiệm cá nhân bằng VND, trả sau, kỳ hạn 12 tháng công bố tại Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai, Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai, Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - CN Gia Lai tại ngày xác định lãi suất trái phiếu cộng biên độ 3,5%/năm",numeric__Bảo lãnh bởi Ông Bùi Pháp (Chủ tịch HĐQT) và Bà Nguyễn Thị Hương (xem thuyết minh VII.3c) và một số tài sản thuộc sở hữu của Công ty (xem thuyết minh V.9).
Trái phiếu phải trả do không chuyển đổi,Trái phiếu phải trả do không chuyển đổi,Trái phiếu phải trả do không chuyển đổi,374.500.000,,,,374500000.0,,,
Tổng cộng,Tổng cộng,Tổng cộng,432.273.219.456,,,,432273219456.0,,,
19d. Vay dài hạn đến hạn trả,19d. Vay dài hạn đến hạn trả,19d. Vay dài hạn đến hạn trả,19d. Vay dài hạn đến hạn trả,19d. Vay dài hạn đến hạn trả,19d. Vay dài hạn đến hạn trả,19d. Vay dài hạn đến hạn trả,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,,,,
"Hợp đồng tín dụng trung hạn, dài hạn số 01/2008/HĐ ngày16/5/2008 và văn bản sửa đổi bổ sung hợp đồng tín dụng số57/2013/BSHD ngày 16/10/2023","Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai > Hợp đồng tín dụng trung hạn, dài hạn số 01/2008/HĐ ngày16/5/2008 và văn bản sửa đổi bổ sung hợp đồng tín dụng số57/2013/BSHD ngày 16/10/2023","Hợp đồng tín dụng trung hạn, dài hạn số 01/2008/HĐ ngày16/5/2008 và văn bản sửa đổi bổ sung hợp đồng tín dụng số57/2013/BSHD ngày 16/10/2023",6.200.000.000,Thời hạn vay được điều chỉnh là 168 tháng,"Từ ngày 14/8/2008 đến ngày 14/8/2022. Lãi suất vay là 12%/năm đến hết ngày25/12/2013, từ ngày 26/12/2013 trở đi lãi suất được xác định bằng lãi suất bán vốn nội bộ kỳ hạn 168 tháng do Ngân hàng thông báo từng thời kỳ cộng với phí Ngân hàng3%/năm và được điều chỉnh vào ngày 26 hàng tháng nhưng lãi suất sau khi điều chỉnh không thấp hơn lãi suất tại thời điểm vay.","Tài sản hình thành từ vốn vay, hiện đã hoàn thành và là tài sản cố định hữu hình của Công ty.",6200000000.0,,,
"Hợp đồng tín dụng dài hạn số02/2009/HĐ ngày 30/12/2009 và văn bản sửa đổi, bổ sung hợp đồng tín dụng số 01/2012/HĐ ngày 16/1/2012","Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai > Hợp đồng tín dụng dài hạn số02/2009/HĐ ngày 30/12/2009 và văn bản sửa đổi, bổ sung hợp đồng tín dụng số 01/2012/HĐ ngày 16/1/2012","Hợp đồng tín dụng dài hạn số02/2009/HĐ ngày 30/12/2009 và văn bản sửa đổi, bổ sung hợp đồng tín dụng số 01/2012/HĐ ngày 16/1/2012",66.924.000.000,"Thời hạn vay là 144 tháng kể từ ngày nhận môn vay đầu tiên, thời gian ăn hạn là 72 tháng","Lãi suất vay thả nổi không cố định: bằng lãi suất tiết kiệm thông thường kỳ hạn 12 tháng do Ngân hàng TMCP Đầu tư và Phát triển Gia Lai công bố cộng với phí Ngân hàng4,2%/năm.","Tài sản hình thành từ vốn vay, hiện đã hoàn thành và là tài sản cố định hữu hình của Công ty.",66924000000.0,,,
