row_label_raw,row_label_full,Số đầu năm,Năm nay > (1.421.004.961.020),Năm trước > (306.529.063.019),numeric__Năm nay > (1.421.004.961.020),numeric__Năm trước > (306.529.063.019)
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,(870.238.636.308),(1.180.652.511.960),-870238636308.0,-1180652511960.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,368.581.494.571,66.176.613.959,368581494571.0,66176613959.0
Số cuối năm,Số cuối năm,Số cuối năm,(1.922.662.102.757),(1.421.004.961.020),-1922662102757.0,-1421004961020.0
