row_label_raw,row_label_full,Tên ngân hàng và tổ chức,Số tiền,Thời hạn thanh toán và ngày đáo hạn,Lãi suất,Tài sản thế chấp,numeric__Số tiền,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất,numeric__Tài sản thế chấp
Công ty CP BOT và BT Đức Long Gia lai,Công ty CP BOT và BT Đức Long Gia lai,Công ty CP BOT và BT Đức Long Gia lai,Công ty CP BOT và BT Đức Long Gia lai,Công ty CP BOT và BT Đức Long Gia lai,Công ty CP BOT và BT Đức Long Gia lai,Công ty CP BOT và BT Đức Long Gia lai,,,,
Hợp đồng vay vốn số01/HĐVV ngày 01/01/2016 vàPhụ lực hợp đồng số 09/PL -HĐVV ngày 17/03/2023,Công ty CP BOT và BT Đức Long Gia lai > Hợp đồng vay vốn số01/HĐVV ngày 01/01/2016 vàPhụ lực hợp đồng số 09/PL -HĐVV ngày 17/03/2023,Hợp đồng vay vốn số01/HĐVV ngày 01/01/2016 vàPhụ lực hợp đồng số 09/PL -HĐVV ngày 17/03/2023,20.057.027.370,Từ ngày giải ngân đầu tiên đến hết ngày 31/12/2023,"8,1%/năm",Tín chấp,20057027370.0,,,
Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,,,,
Hợp đồng vay vốn số09/2023/HĐ ngày 15/12/2023,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai > Hợp đồng vay vốn số09/2023/HĐ ngày 15/12/2023,Hợp đồng vay vốn số09/2023/HĐ ngày 15/12/2023,25.390.034.377,60 ngày kể từ ngày ký hợp đồng,"9,5%/năm",Tín chấp,25390034377.0,,,
Tổng cộng,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai > Tổng cộng,Tổng cộng,45.447.061.747,,,,45447061747.0,,,
19b. Vay ngắn hạn phải trả các tổ chức khác,19b. Vay ngắn hạn phải trả các tổ chức khác,19b. Vay ngắn hạn phải trả các tổ chức khác,19b. Vay ngắn hạn phải trả các tổ chức khác,19b. Vay ngắn hạn phải trả các tổ chức khác,19b. Vay ngắn hạn phải trả các tổ chức khác,19b. Vay ngắn hạn phải trả các tổ chức khác,,,,
Tên ngân hàng và tổ chức,Tên ngân hàng và tổ chức,Tên ngân hàng và tổ chức,Số tiền,Thời hạn thanh toán và ngày đáo hạn,Lãi suất,Tài sản thế chấp,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,,,,
Hợp đồng tín dụng hạn mức số01/2017/370018/HĐTD ngày11/10/2017,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai > Hợp đồng tín dụng hạn mức số01/2017/370018/HĐTD ngày11/10/2017,Hợp đồng tín dụng hạn mức số01/2017/370018/HĐTD ngày11/10/2017,174.983.815.400,Từ ngày 11/10/2017 đến hết ngày 31/8/2018,Lãi suất vay được xác định trong từng Hợp đồng tín dụng cụ thể.,"Máy móc, thiết bị chế biến gỗ thuộc sở hữu của Công ty (xem thuyết minh V.9) (xem thuyết minh VII.3c)",174983815400.0,,,
19c. Trái phiếu phát hành đến hạn trả,19c. Trái phiếu phát hành đến hạn trả,19c. Trái phiếu phát hành đến hạn trả,19c. Trái phiếu phát hành đến hạn trả,19c. Trái phiếu phát hành đến hạn trả,19c. Trái phiếu phát hành đến hạn trả,19c. Trái phiếu phát hành đến hạn trả,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,,,,
Hợp đồng đặt mua trái phiếu được ký kết ngày 31/12/2014,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai > Hợp đồng đặt mua trái phiếu được ký kết ngày 31/12/2014,Hợp đồng đặt mua trái phiếu được ký kết ngày 31/12/2014,360.000.000.000,Từ ngày 31/12/2014 đến hết ngày 31/12/2019,"10%/năm áp dụng cho kỳ tính lãi đầu tiên, các kỳ tiếp theo bằng trung bình cộng lãi suất tiền gửi tiết kiệm cá nhân bằng VND, trả sau, kỳ hạn 12 tháng tại Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai, Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai, Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - CN Gia Lai tại ngày xác định lãi suất trái phiếu cộng biển độ 3,5%/năm.","Bảo lãnh bởi Công ty CP Trồng rừng và Cây Công nghiệp Đức Long Gia Lai, Công ty TNHH Đức Long Dung Quất, Công ty CP Tập đoàn Alpha Seven (xem thuyết minh VII.3d, VII.3e) và một số tài sản khác thuộc sở hữu của Công ty (xem thuyết minh V.9).",360000000000.0,,,
