row_label_raw,row_label_full,col_0,"Hoạt động bán gỗ, thành phẩm từ gỗ",Hoạt động bán đá,Cho thuê tài sản,Hoạt động khác,Cộng,"numeric__Hoạt động bán gỗ, thành phẩm từ gỗ",numeric__Hoạt động bán đá,numeric__Cho thuê tài sản,numeric__Hoạt động khác,numeric__Cộng
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,4.487.090.158,27.430.830.000,5.921.461.757,78.145.101,37.917.527.016,4487090158.0,27430830000.0,5921461757.0,78145101.0,37917527016.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,4.681.945.803,27.146.624.412,5.904.997.434,4.376.776.229,42.110.343.878,4681945803.0,27146624412.0,5904997434.0,4376776229.0,42110343878.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,(194.855.645),284.205.588,16.464.323,(4.298.631.128),(4.192.816.862),-194855645.0,284205588.0,16464323.0,-4298631128.0,-4192816862.0
