row_label_raw,row_label_full,Chi tiết gồm:,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Chi phí công trình xây lắp,Chi phí công trình xây lắp,Chi phí công trình xây lắp,82.375.830.788,82.375.830.788,82375830788.0,82375830788.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,332.029.828.907,272.851.195.473,332029828907.0,272851195473.0
Cộng (*),Cộng (*),Cộng (*),414.405.659.695,355.227.026.261,414405659695.0,355227026261.0
