row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,(591.561.730.438),(1.133.302.354.665),-591561730438.0,-1133302354665.0
"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp:","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp:","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp:",,,,
- Các khoản điều chỉnh tăng,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp: > - Các khoản điều chỉnh tăng",- Các khoản điều chỉnh tăng,938.456.640.973,571.677.492.999,938456640973.0,571677492999.0
+ Lỗ do đánh giá chênh lệch tỷ giá cuối năm của tiền và nợ phải thu,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp: > + Lỗ do đánh giá chênh lệch tỷ giá cuối năm của tiền và nợ phải thu",+ Lỗ do đánh giá chênh lệch tỷ giá cuối năm của tiền và nợ phải thu,-,33.607.558.131,,33607558131.0
"+ Chi phí không hợp lý, hợp lệ khác","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp: > + Chi phí không hợp lý, hợp lệ khác","+ Chi phí không hợp lý, hợp lệ khác",938.456.640.973,538.069.934.868,938456640973.0,538069934868.0
- Các khoản điều chỉnh giảm,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp: > - Các khoản điều chỉnh giảm",- Các khoản điều chỉnh giảm,(390.612.644.521),(129.941.649.959),-390612644521.0,-129941649959.0
"+ Cổ tức, lợi nhuận được chia","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp: > + Cổ tức, lợi nhuận được chia","+ Cổ tức, lợi nhuận được chia",(21.405.036.000),(63.765.036.000),-21405036000.0,-63765036000.0
+ Hoàn nhập dự phòng nợ phải thu khó đòi,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp: > + Hoàn nhập dự phòng nợ phải thu khó đòi",+ Hoàn nhập dự phòng nợ phải thu khó đòi,(368.581.494.571),(66.176.613.959),-368581494571.0,-66176613959.0
+ Lãi do đánh giá chênh lệch tỷ giá cuối năm của tiền và nợ phải thu,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp: > + Lãi do đánh giá chênh lệch tỷ giá cuối năm của tiền và nợ phải thu",+ Lãi do đánh giá chênh lệch tỷ giá cuối năm của tiền và nợ phải thu,(626.113.950),-,-626113950.0,
Thu nhập chịu thuế,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp: > Thu nhập chịu thuế",Thu nhập chịu thuế,(43.717.733.986),(691.566.511.625),-43717733986.0,-691566511625.0
Lỗ các năm trước được chuyển,Lỗ các năm trước được chuyển,Lỗ các năm trước được chuyển,-,-,,
Thu nhập tính thuế,Lỗ các năm trước được chuyển > Thu nhập tính thuế,Thu nhập tính thuế,(43.717.733.986),(691.566.511.625),-43717733986.0,-691566511625.0
Thuế suất thuế TNDN phổ thông,Lỗ các năm trước được chuyển > Thuế suất thuế TNDN phổ thông,Thuế suất thuế TNDN phổ thông,20%,20%,0.2,0.2
Thuế TNDN phải nộp theo thuế suất phổ thông,Thuế TNDN phải nộp theo thuế suất phổ thông,Thuế TNDN phải nộp theo thuế suất phổ thông,-,-,,
Tổng Thuế TNDN phải nộp,Tổng Thuế TNDN phải nộp,Tổng Thuế TNDN phải nộp,-,-,,
