row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,-,-,66.134.007.623,(1.815.805.336),,,66134007623.0,-1815805336.0
"Phải thu lãi cho vay, cổ tức lợi nhuận được chia","Phải thu lãi cho vay, cổ tức lợi nhuận được chia","Phải thu lãi cho vay, cổ tức lợi nhuận được chia",-,-,66.134.007.623,(1.815.805.336),,,66134007623.0,-1815805336.0
Công ty CP BOT và BT Đức Long Đắk Nông,Công ty CP BOT và BT Đức Long Đắk Nông,Công ty CP BOT và BT Đức Long Đắk Nông,-,-,63.540.000.000,-,,,63540000000.0,
Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,-,-,2.594.007.623,(1.815.805.336),,,2594007623.0,-1815805336.0
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,605.432.291.313,(556.008.979.289),407.911.777.718,(336.006.317.056),605432291313.0,-556008979289.0,407911777718.0,-336006317056.0
"Phải thu lãi cho vay, cổ tức lợi nhuận được chia","Phải thu lãi cho vay, cổ tức lợi nhuận được chia","Phải thu lãi cho vay, cổ tức lợi nhuận được chia",600.611.570.536,(556.008.979.289),402.976.169.911,(336.006.317.056),600611570536.0,-556008979289.0,402976169911.0,-336006317056.0
Công ty TNHH Cung ứng Vật tư Nguyên liệu Tây Nguyên,Công ty TNHH Cung ứng Vật tư Nguyên liệu Tây Nguyên,Công ty TNHH Cung ứng Vật tư Nguyên liệu Tây Nguyên,120.524.960.962,(120.524.960.962),89.523.960.160,(65.748.665.273),120524960962.0,-120524960962.0,89523960160.0,-65748665273.0
Công ty CP Trồng rừng và Cây công nghiệp DLGL,Công ty CP Trồng rừng và Cây công nghiệp DLGL,Công ty CP Trồng rừng và Cây công nghiệp DLGL,95.298.761.279,(95.298.761.279),57.673.996.250,(50.571.423.259),95298761279.0,-95298761279.0,57673996250.0,-50571423259.0
Công ty TNHH MTV Phạm Linh Gia Lai,Công ty TNHH MTV Phạm Linh Gia Lai,Công ty TNHH MTV Phạm Linh Gia Lai,89.981.705.464,(89.981.705.464),60.154.997.612,(48.525.193.201),89981705464.0,-89981705464.0,60154997612.0,-48525193201.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,294.806.142.831,(250.203.551.584),195.623.215.889,(171.161.035.323),294806142831.0,-250203551584.0,195623215889.0,-171161035323.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,2.715.662.519,-,2.682.022.216,-,2715662519.0,,2682022216.0,
"Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",50.000.000,-,50.000.000,-,50000000.0,,50000000.0,
Phải thu khác,Phải thu khác,Phải thu khác,2.055.058.258,-,2.203.585.591,-,2055058258.0,,2203585591.0,
Cộng,Cộng,Cộng,605.432.291.313,(556.008.979.289),474.045.785.341,(337.822.122.392),605432291313.0,-556008979289.0,474045785341.0,-337822122392.0
