row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm nay,Năm trước,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế,,(591.561.730.438),(1.133.302.354.665),,,-591561730438.0,-1133302354665.0
01,01,01,2. Điều chỉnh cho các khoản,,585.155.641.466,1.131.451.299.186,,,585155641466.0,1131451299186.0
02,02,02,- Khấu hao tài sản cố định và BDS đầu tư,V.9; V.10; V.11,18.117.835.826,21.726.244.969,,,18117835826.0,21726244969.0
03,03,03,- Các khoản dự phòng,V.7; V.8; V.13,637.732.670.221,1.161.449.313.859,,,637732670221.0,1161449313859.0
04,04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",VI.4,(626.113.950),33.733.682.265,,,-626113950.0,33733682265.0
05,05,05,"- Lãi, lỗ từ hoạt động đầu tư",VI.3,(243.278.793.783),(271.261.741.367),,,-243278793783.0,-271261741367.0
06,06,06,- Chi phí lãi vay,VI.4,173.210.043.152,185.803.799.460,,,173210043152.0,185803799460.0
07,07,07,- Các khoản điều chỉnh khác,,-,-,,,,
08,07 > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,(6.406.088.972),(1.851.055.479),,,-6406088972.0,-1851055479.0
09,07 > 09,09,"- Tăng, giảm các khoản phải thu",,60.635.335.043,37.492.345.585,,,60635335043.0,37492345585.0
10,07 > 10,10,"- Tăng, giảm hàng tồn kho",,1.624.242.801,2.109.837.224,,,1624242801.0,2109837224.0
11,07 > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",,(8.078.768.709),(44.918.047.314),,,-8078768709.0,-44918047314.0
12,07 > 12,12,"- Tăng, giảm chi phí trả trước",,(3.612.119),1.919.145.212,,,-3612119.0,1919145212.0
13,13,13,- Tăng giảm chứng khoán kinh doanh,,-,-,,,,
14,13 > 14,14,- Tiền lãi vay đã trả,,(9.595.156.490),(14.806.907.811),,,-9595156490.0,-14806907811.0
15,13 > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,V.16,(8.729.038.865),(8.104.390.000),,,-8729038865.0,-8104390000.0
16,16,16,- Tiền thu khác từ hoạt động kinh doanh,,-,-,,,,
17,16 > 17,17,- Tiền chi khác từ hoạt động kinh doanh,,(20.000.000),(165.105.000),,,-20000000.0,-165105000.0
20,16 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,29.426.912.689,(28.324.177.583),,,29426912689.0,-28324177583.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,16 > 21,21,"1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(38.500.000),(131.268.820),,,-38500000.0,-131268820.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,-,-,,,,
23,22 > 23,23,"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(1.048.849.845.616),(3.415.000.000),,,-1048849845616.0,-3415000000.0
24,22 > 24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,954.737.540.352,20.499.196.521,,,954737540352.0,20499196521.0
25,25,25,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,,-,-,,,,
26,25 > 26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,3.600.000.000,41.500.000.000,,,3600000000.0,41500000000.0
27,25 > 27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,111.247.178.959,29.621.719.306,,,111247178959.0,29621719306.0
30,25 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,20.696.373.695,88.074.647.007,,,20696373695.0,88074647007.0
,,,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,-,-,,,,
32,32,32,"2. Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,-,-,,,,
33,32 > 33,33,3. Tiền thu từ đi vay,V.19,25.390.034.377,-,,,25390034377.0,
34,32 > 34,34,4. Tiền trả nợ gốc vay,V.19,(75.982.016.553),(59.283.000.000),,,-75982016553.0,-59283000000.0
35,35,35,5. Tiền trả nợ gốc thuê tài chính,,-,-,,,,
36,36,36,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,-,-,,,,
40,36 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(50.591.982.176),(59.283.000.000),,,-50591982176.0,-59283000000.0
50,36 > 50,50,Lưu chuyển tiền thuần trong kỳ (20+30+40),,(468.695.792),467.469.424,,,-468695792.0,467469424.0
60,36 > 60,60,Tiền và tương đương tiền đầu kỳ,V.1,4.393.051.075,3.925.003.103,,,4393051075.0,3925003103.0
61,36 > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,771.922,578.548,,,771922.0,578548.0
70,36 > 70,70,Tiền và tương đương tiền cuối kỳ,V.1,3.925.127.205,4.393.051.075,,,3925127205.0,4393051075.0
