row_label_raw,row_label_full,col_0,Số cố phần,Số cuối năm VND,Số cố phần_1,Số đầu năm VND,numeric__Số cố phần,numeric__Số cuối năm VND,numeric__Số cố phần_1,numeric__Số đầu năm VND
Được phép phát hành,Được phép phát hành,Được phép phát hành,323.651.246,3.326.512.460.000,323.651.246,3.326.512.460.000,323651246.0,3326512460000.0,323651246.0,3326512460000.0
Đã phát hành và góp vốn đủ,Đã phát hành và góp vốn đủ,Đã phát hành và góp vốn đủ,323.651.246,3.326.512.460.000,323.651.246,3.326.512.460.000,323651246.0,3326512460000.0,323651246.0,3326512460000.0
Cố phần,Cố phần,Cố phần,,,Số cuối năm,Số đầu năm,,,,
Số lượng cố phần đã bán ra công chúng + Cố phần phổ thông,Cố phần > Số lượng cố phần đã bán ra công chúng + Cố phần phổ thông,Số lượng cố phần đã bán ra công chúng + Cố phần phổ thông,,,323.651.246,323.651.246,,,323651246.0,323651246.0
Số lượng cố phần đang lưu hành + Cố phần phổ thông,Cố phần > Số lượng cố phần đang lưu hành + Cố phần phổ thông,Số lượng cố phần đang lưu hành + Cố phần phổ thông,,,323.651.246,323.651.246,,,323651246.0,323651246.0
