row_label_raw,row_label_full,col_0,CHÌ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHÌ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cố phiếu, nhận vốn góp của chủ sở hữu",31,238.921.780.000,-,,31.0,238921780000.0,
2.,III. > 2.,2.,Tiền thu từ đi vay,33,1.635.685.883.664,278.232.333.822,,33.0,1635685883664.0,278232333822.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(909.576.062.305),(1.054.746.281.184),,34.0,-909576062305.0,-1054746281184.0
4.,III. > 4.,4.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(382.512.410.600),(168.756.674.200),,36.0,-382512410600.0,-168756674200.0
4.,III. > 4.,4.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,582.519.190.759,(945.270.621.562),,40.0,582519190759.0,-945270621562.0
4.,III. > 4.,4.,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(188.345.649.843),264.017.656.551,,50.0,-188345649843.0,264017656551.0
4.,III. > 4.,4.,Tiền và tương đương tiền đầu năm,60,1.472.901.602.636,1.207.921.258.308,,60.0,1472901602636.0,1207921258308.0
4.,III. > 4.,4.,Ảnh hưởng của thay đổi tỷ giá hồi đoái quy đối ngoại tệ,61,(1.169.098.233),962.687.777,,61.0,-1169098233.0,962687777.0
4.,III. > 4.,4.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,1.283.386.854.560,1.472.901.602.636,,70.0,1283386854560.0,1472901602636.0
