row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do mua công ty con(Thuyết minh số 4.1),Vay trong năm,Phân loại lại,Trả trong năm/Phân bổ chi phíphát hành trái phiếu,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng do mua công ty con(Thuyết minh số 4.1),numeric__Vay trong năm,numeric__Phân loại lại,numeric__Trả trong năm/Phân bổ chi phíphát hành trái phiếu,numeric__VND Số cuối năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,14.552.862.617,-,306.867.557.597,61.121.953.034,(118.141.776.214),264.400.597.034,14552862617.0,,306867557597.0,61121953034.0,-118141776214.0,264400597034.0
Vay ngân hàng(Thuyết minh số 25.1),Vay ngân hàng(Thuyết minh số 25.1),Vay ngân hàng(Thuyết minh số 25.1),-,-,304.789.388.150,-,(101.510.744.150),203.278.644.000,,,304789388150.0,,-101510744150.0,203278644000.0
Vay ngân hàng dài hạnđến hạn trả (Thuyết minhsố 25.2),Vay ngân hàng dài hạnđến hạn trả (Thuyết minhsố 25.2),Vay ngân hàng dài hạnđến hạn trả (Thuyết minhsố 25.2),14.552.862.617,-,2.078.169.447,61.121.953.034,(16.631.032.064),61.121.953.034,14552862617.0,,2078169447.0,61121953034.0,-16631032064.0,61121953034.0
Dài hạn,Dài hạn,Dài hạn,148.527.179.781,46.336.000.000,563.917.727.533,(61.121.953.034),(4.753.586.703),692.905.367.577,148527179781.0,46336000000.0,563917727533.0,-61121953034.0,-4753586703.0,692905367577.0
Vay ngân hàng(Thuyết minh số 25.2),Vay ngân hàng(Thuyết minh số 25.2),Vay ngân hàng(Thuyết minh số 25.2),148.527.179.781,46.336.000.000,275.917.727.533,(61.121.953.034),(6.250.900.000),403.408.054.280,148527179781.0,46336000000.0,275917727533.0,-61121953034.0,-6250900000.0,403408054280.0
Trái phiếu phát hành(Thuyết minh số 25.3),Trái phiếu phát hành(Thuyết minh số 25.3),Trái phiếu phát hành(Thuyết minh số 25.3),-,-,300.000.000.000,-,-,300.000.000.000,,,300000000000.0,,,300000000000.0
Chi phí phát hànhtrái phiếu(Thuyết minh số 25.3),Chi phí phát hànhtrái phiếu(Thuyết minh số 25.3),Chi phí phát hànhtrái phiếu(Thuyết minh số 25.3),-,-,(12.000.000.000),-,1.497.313.297,(10.502.686.703),,,-12000000000.0,,1497313297.0,-10502686703.0
TỔNG CÔNG,TỔNG CÔNG,TỔNG CÔNG,163.080.042.398,46.336.000.000,870.785.285.130,-,(122.895.362.917),957.305.964.611,163080042398.0,46336000000.0,870785285130.0,,-122895362917.0,957305964611.0
