row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại – Thuyết minh số 39),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại – Thuyết minh số 39)
200,200,200,B. TÀI SẢN DÀI HẠN,,2.066.396.354.761,1.126.876.835.678,,,2066396354761.0,1126876835678.0
210,210,210,I. Các khoản phải thu dài hạn,,81.702.014.200,99.020.809.256,,,81702014200.0,99020809256.0
215,215,215,1. Phải thu về cho vay dài hạn,9,675.000.000,17.110.809.256,,9.0,675000000.0,17110809256.0
216,216,216,2. Phải thu dài hạn khác,10,81.027.014.200,81.910.000.000,,10.0,81027014200.0,81910000000.0
220,220,220,II. Tài sản cố định,,1.096.100.694.563,541.169.343.321,,,1096100694563.0,541169343321.0
221,221,221,1. Tài sản cố định hữu hình,13,888.984.185.387,334.052.829.972,,13.0,888984185387.0,334052829972.0
222,222,222,Nguyên giá,,1.048.316.645.849,419.331.312.611,,,1048316645849.0,419331312611.0
223,223,223,Giá trị khấu hao lũy kế,,(159.332.460.462),(85.278.482.639),,,-159332460462.0,-85278482639.0
227,227,227,2. Tài sản cố định vô hình,14,207.116.509.176,207.116.513.349,,14.0,207116509176.0,207116513349.0
228,228,228,Nguyên giá,,212.584.171.376,210.637.871.376,,,212584171376.0,210637871376.0
229,229,229,Giá trị hao mòn lũy kế,,(5.467.662.200),(3.521.358.027),,,-5467662200.0,-3521358027.0
230,230,230,III. Bất động sản đầu tư,15,14.649.842.650,14.912.916.682,,15.0,14649842650.0,14912916682.0
231,231,231,1. Nguyên giá,,15.175.990.712,15.175.990.712,,,15175990712.0,15175990712.0
232,232,232,2. Giá trị hao mòn lũy kế,,(526.148.062),(263.074.030),,,-526148062.0,-263074030.0
240,240,240,IV. Tài sản dở dang dài hạn,,353.356.265.502,248.201.967.791,,,353356265502.0,248201967791.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,353.356.265.502,248.201.967.791,,16.0,353356265502.0,248201967791.0
250,250,250,V. Đầu tư tài chính dài hạn,18,29.505.972.462,43.634.276.474,,18.0,29505972462.0,43634276474.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",18.1,-,43.634.276.474,,181.0,,43634276474.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,18.2,29.505.972.462,-,,182.0,29505972462.0,
260,260,260,VI. Tài sản dài hạn khác,,491.081.565.384,179.937.522.154,,,491081565384.0,179937522154.0
261,261,261,1. Chi phí trả trước dài hạn,19,483.390.784.371,175.676.820.790,,19.0,483390784371.0,175676820790.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,34.3,4.774.928.657,-,,343.0,4774928657.0,
269,269,269,3. Lợi thế thương mại,20,2.915.852.356,4.260.701.364,,20.0,2915852356.0,4260701364.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.729.096.092.916,5.457.246.010.443,,,4729096092916.0,5457246010443.0
