row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,4.788.983.648,3.959.851.583,4788983648.0,3959851583.0
Tăng do mua công ty con,Nguyên giá: > Tăng do mua công ty con,Tăng do mua công ty con,-,829.132.065,,829132065.0
Phân loại lại do mua tài sản,Nguyên giá: > Phân loại lại do mua tài sản,Phân loại lại do mua tài sản,(999.523.148),-,-999523148.0,
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,3.789.460.500,4.788.983.648,3789460500.0,4788983648.0
Giá trị phân bổ lũy kế:,Giá trị phân bổ lũy kế:,Giá trị phân bổ lũy kế:,Giá trị phân bổ lũy kế:,Giá trị phân bổ lũy kế:,,
Số đầu năm,Giá trị phân bổ lũy kế: > Số đầu năm,Số đầu năm,(528.282.284),(132.436.307),-528282284.0,-132436307.0
Phân bổ trong năm,Giá trị phân bổ lũy kế: > Phân bổ trong năm,Phân bổ trong năm,(378.946.050),(395.845.977),-378946050.0,-395845977.0
Phân loại lại do mua tài sản,Giá trị phân bổ lũy kế: > Phân loại lại do mua tài sản,Phân loại lại do mua tài sản,33.620.190,-,33620190.0,
Số cuối năm,Giá trị phân bổ lũy kế: > Số cuối năm,Số cuối năm,(873.608.144),(528.282.284),-873608144.0,-528282284.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,4.260.701.364,3.827.415.276,4260701364.0,3827415276.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,2.915.852.356,4.260.701.364,2915852356.0,4260701364.0
