row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm (Trình bày lại – Thuyết minh số 39),numeric__Số cuối năm,numeric__VND Số đầu năm (Trình bày lại – Thuyết minh số 39)
Tiền mặt,Tiền mặt,Tiền mặt,1.273.540.219,5.106.990.230,1273540219.0,5106990230.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,107.300.935.557,210.528.257.730,107300935557.0,210528257730.0
Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),42.800.000.000,25.250.000.000,42800000000.0,25250000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,151.374.475.776,240.885.247.960,151374475776.0,240885247960.0
