row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,72.229.870.717,15.742.973.158,72229870717.0,15742973158.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,42.009.110.113,8.764.980.740,42009110113.0,8764980740.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,17.951.370.795,4.707.146.411,17951370795.0,4707146411.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,2.949.829.805,1.174.320.678,2949829805.0,1174320678.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,2.889.439.786,356.683.332,2889439786.0,356683332.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,402.304.603,-,402304603.0,
Khác,Khác,Khác,6.027.815.615,739.841.997,6027815615.0,739841997.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,87.624.647.284,54.255.438.010,87624647284.0,54255438010.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,50.048.697.738,33.932.186.639,50048697738.0,33932186639.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,9.503.370.516,4.388.943.610,9503370516.0,4388943610.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,2.409.158.701,1.476.504.874,2409158701.0,1476504874.0
Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,378.946.050,395.845.977,378946050.0,395845977.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,-,58.103.094,,58103094.0
Khác,Khác,Khác,25.284.474.279,14.003.853.816,25284474279.0,14003853816.0
TỔNG CÔNG,TỔNG CÔNG,TỔNG CÔNG,159.854.518.001,69.998.411.168,159854518001.0,69998411168.0
