row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,
Siba Food Việt Nam,Phải thu ngắn hạn của khách hàng > Siba Food Việt Nam,Siba Food Việt Nam,Bán hàng,58.713.403.885,11.175.437.524,,58713403885.0,11175437524.0
Tân Long,Phải thu ngắn hạn của khách hàng > Tân Long,Tân Long,Bán hàng,-,218.638.877.414,,,218638877414.0
TỔNG CỘNG,Phải thu ngắn hạn của khách hàng > TỔNG CỘNG,TỔNG CỘNG,,58.713.403.885,229.814.314.938,,58713403885.0,229814314938.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,,
Siba Tech,Trả trước cho người bán ngắn hạn > Siba Tech,Siba Tech,Tạm ứng xây dựng trại,72.684.502.270,26.952.826.296,,72684502270.0,26952826296.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,
BAF Myanmar,Phải thu ngắn hạn khác > BAF Myanmar,BAF Myanmar,Phải thu từ đầu tư,19.640.362.522,19.640.362.522,,19640362522.0,19640362522.0
