row_label_raw,row_label_full,col_0,col_1,col_2,col_3,col_4,VND,numeric__col_1,numeric__col_2,numeric__col_3,numeric__col_4,numeric__VND
Năm phát sinh,Năm phát sinh,Năm phát sinh,Có thể được chuyển thànhchi phí lãi vay được trừ thuế đến năm,Chi phí lãi vay chưa được trừ đã chuyển sang năm sau tính đến ngày 31/12/2022,Chi phí lãi vay chưa được trừ đã chuyển sang năm sau tính đến ngày 31/12/2022,Chi phí lãi vay chưa được trừ đã chuyển sang năm sau tính đến ngày 31/12/2022,Chi phí lãi vay chưa được trừ đã chuyển sang năm sau tại ngày 31/12/2022,,,,,
2022 (i),Năm phát sinh > 2022 (i),2022 (i),2027,18.084.964.780,-,-,18.084.964.780,2027.0,18084964780.0,,,18084964780.0
