row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06,CHỈ TIÊU > I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:Khấu hao và hao mòn (bao gồm phân bổ lợi thế thương mại)(Hoàn nhập dự phòng) dự phòngLãi chênh lệch tỷ giá hối đoái chưa thực hiệnLãi từ hoạt động đầu tưChi phí lãi vay,"Thuyết minh > 13, 14, 15, 2029",Năm nay > 338.877.784.70558.810.149.507(3.611.529.425)(232.284.234)(4.862.686.816)36.331.151.929,Năm trước(Trình bày lại – Thuyết minh số 39) > 390.472.870.68732.470.795.5407.914.833.333- (10.933.371.312)8.252.007.658,numeric__CHỈ TIÊU > I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:Khấu hao và hao mòn (bao gồm phân bổ lợi thế thương mại)(Hoàn nhập dự phòng) dự phòngLãi chênh lệch tỷ giá hối đoái chưa thực hiệnLãi từ hoạt động đầu tưChi phí lãi vay,"numeric__Thuyết minh > 13, 14, 15, 2029",numeric__Năm nay > 338.877.784.70558.810.149.507(3.611.529.425)(232.284.234)(4.862.686.816)36.331.151.929,numeric__Năm trước(Trình bày lại – Thuyết minh số 39) > 390.472.870.68732.470.795.5407.914.833.333- (10.933.371.312)8.252.007.658
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcGiảm (tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,24,425.312.585.6661.424.056.001.156205.896.943.959(2.040.511.128.453)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),428.177.135.906764.925.288.069(98.327.572.822)(761.084.856.958)(39.573.894.870)(65.097.500.000)(8.252.007.658)(63.433.657.343),,24.0,,
09,09,09,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcGiảm (tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,24,425.312.585.6661.424.056.001.156205.896.943.959(2.040.511.128.453)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),428.177.135.906764.925.288.069(98.327.572.822)(761.084.856.958)(39.573.894.870)(65.097.500.000)(8.252.007.658)(63.433.657.343),,24.0,,
10,10,10,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcGiảm (tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,24,425.312.585.6661.424.056.001.156205.896.943.959(2.040.511.128.453)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),428.177.135.906764.925.288.069(98.327.572.822)(761.084.856.958)(39.573.894.870)(65.097.500.000)(8.252.007.658)(63.433.657.343),,24.0,,
11,11,11,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcGiảm (tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,24,425.312.585.6661.424.056.001.156205.896.943.959(2.040.511.128.453)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),428.177.135.906764.925.288.069(98.327.572.822)(761.084.856.958)(39.573.894.870)(65.097.500.000)(8.252.007.658)(63.433.657.343),,24.0,,
12,12,12,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcGiảm (tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,24,425.312.585.6661.424.056.001.156205.896.943.959(2.040.511.128.453)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),428.177.135.906764.925.288.069(98.327.572.822)(761.084.856.958)(39.573.894.870)(65.097.500.000)(8.252.007.658)(63.433.657.343),,24.0,,
13,13,13,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcGiảm (tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,24,425.312.585.6661.424.056.001.156205.896.943.959(2.040.511.128.453)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),428.177.135.906764.925.288.069(98.327.572.822)(761.084.856.958)(39.573.894.870)(65.097.500.000)(8.252.007.658)(63.433.657.343),,24.0,,
14,14,14,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcGiảm (tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,24,425.312.585.6661.424.056.001.156205.896.943.959(2.040.511.128.453)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),428.177.135.906764.925.288.069(98.327.572.822)(761.084.856.958)(39.573.894.870)(65.097.500.000)(8.252.007.658)(63.433.657.343),,24.0,,
15,15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcGiảm (tăng) chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,24,425.312.585.6661.424.056.001.156205.896.943.959(2.040.511.128.453)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),428.177.135.906764.925.288.069(98.327.572.822)(761.084.856.958)(39.573.894.870)(65.097.500.000)(8.252.007.658)(63.433.657.343),,24.0,,
20,20,20,"Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động kinh doanhII. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯTiền chỉ để mua sắm và xây dựng tài sản cố địnhTiền thu từ thanh lý tài sản cố địnhChi tiền gửi ngân hàng có kỳ hạn và cho đơn vị khác vayTiền thu hồi cho vayTiền chỉ đầu tư góp vốn vào công ty liên kếtTiền thu hồi đầu tư góp vốn vào đơn vị khácLãi tiền gửi, lãi cho vay và cổ tức được chia",24,(269.396.903.512)(504.465.486.036)- (101.887.924.989)16.435.809.256-14.983.824.894(3.574.081.081),157.332.934.324(481.821.246.199)23.762.120.150-17.000.000.000(197.515.388.947)1.200.000.0004.455.002.453,,24.0,,
21,21,21,"Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động kinh doanhII. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯTiền chỉ để mua sắm và xây dựng tài sản cố địnhTiền thu từ thanh lý tài sản cố địnhChi tiền gửi ngân hàng có kỳ hạn và cho đơn vị khác vayTiền thu hồi cho vayTiền chỉ đầu tư góp vốn vào công ty liên kếtTiền thu hồi đầu tư góp vốn vào đơn vị khácLãi tiền gửi, lãi cho vay và cổ tức được chia",24,(269.396.903.512)(504.465.486.036)- (101.887.924.989)16.435.809.256-14.983.824.894(3.574.081.081),157.332.934.324(481.821.246.199)23.762.120.150-17.000.000.000(197.515.388.947)1.200.000.0004.455.002.453,,24.0,,
