row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,2.986.428.033.002,4.002.427.538.977,,,2986428033002.0,4002427538977.0
310,310,310,I. Nợ ngắn hạn,,2.291.719.028.034,3.851.377.414.740,,,2291719028034.0,3851377414740.0
311,311,311,1. Phải trả người bán ngắn hạn,21.1,1.900.920.607.966,3.774.329.848.165,,211.0,1900920607966.0,3774329848165.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,21.2,8.632.664.086,1.446.549.834,,212.0,8632664086.0,1446549834.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,24,54.752.938.089,14.522.587.250,,24.0,54752938089.0,14522587250.0
314,314,314,4. Phải trả người lao động,,23.660.558.031,9.600.905.410,,,23660558031.0,9600905410.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,22,30.633.186.645,2.548.750.000,,22.0,30633186645.0,2548750000.0
319,319,319,6. Phải trả ngắn hạn khác,23,8.718.476.183,34.375.911.464,,23.0,8718476183.0,34375911464.0
320,320,320,7. Vay ngắn hạn,25,264.400.597.034,14.552.862.617,,25.0,264400597034.0,14552862617.0
330,330,330,II. Nợ dài hạn,,694.709.004.968,151.050.124.237,,,694709004968.0,151050124237.0
338,338,338,1. Vay dài hạn,25,692.905.367.577,148.527.179.781,,25.0,692905367577.0,148527179781.0
341,341,341,2. Thuế thu nhập hoãn lại phải trả,34.3,1.803.637.391,2.522.944.456,,343.0,1803637391.0,2522944456.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,1.742.668.059.914,1.454.818.471.466,,,1742668059914.0,1454818471466.0
410,410,410,I. Vốn chủ sở hữu,,1.742.668.059.914,1.454.818.471.466,,,1742668059914.0,1454818471466.0
411,411,411,1. Vốn cổ phần,26.1,1.435.200.000.000,780.000.000.000,,261.0,1435200000000.0,780000000000.0
412,412,412,2. Thặng dư vốn cổ phần,26.1,-,279.844.500.000,,261.0,,279844500000.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,26.1,298.655.201.455,387.323.307.977,,261.0,298655201455.0,387323307977.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,11.967.807.977,65.602.860.188,,,11967807977.0,65602860188.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,286.687.393.478,321.720.447.789,,,286687393478.0,321720447789.0
429,429,429,4. Lợi ích cổ đông không kiểm soát,27,8.812.858.459,7.650.663.489,,27.0,8812858459.0,7650663489.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,4.729.096.092.916,5.457.246.010.443,,,4729096092916.0,5457246010443.0
