row_label_raw,row_label_full,Ngân hàng > Ngân hàng Thương mại Cổ phần Á Châu- Chi nhánh Hồ Chí Minh > Ngân hàng Thương mại Cổ phần An Bình – Chi nhánh Bà Rịa - Vũng Tàu > Ngân hàng Thương mại Cổ phần Quân đội – Chi nhánh Bà Rịa - Vũng Tàu,Số cuối năm VND > 18.066.420.059 > 736.000.000 > 1.375.000.000 > 411.630.000,Kỳ hạn trả gốc và lãi > Từ ngày 25 tháng 10 năm 2020 đến ngày 25 tháng 1 năm 2021 > Từ ngày 25 tháng 3 năm 2020 đến ngày 7 tháng 1 năm 2024 > Từ ngày 25 tháng 1 năm 2020 đến ngày 30 tháng 7 năm 2022 > Từ ngày 25 tháng 1 năm 2020 đến ngày 1 tháng 2 năm 2022,"Lãi suất (%/năm) > 9,5% > 10,6% > 9,5% > 10,3%","Hình thức đảm bảo > Khoản phải thu và quyền phát sinh của Tổng Công ty có được theo các hợp đồng bán/cho thuê dài hạn của Dư án Khu căn hộ thuộc khối B - Tổ hợp khách sạn 5 sao Pullman và Trung tâm Hội nghị Triển lâm Quốc tế Thành phố Vũng Tàu, và 18.920.000 cổ phần phổ thông của Công ty Cổ phần Đầu tư và Phát triển Phương Nam do Tổng Công ty nằm giữ > Xe ô tô Toyota Fortuner 7 chỗ trị giá 1.150.000.000 VND theo hợp đồng thế chấp tài sản số 296/18/TC/IV.04 ngày 29 tháng 12 năm 2018 > Vận thắng chờ hàng có người đi kèm trị giá 411.630.000 VND theo hợp đồng thế chấp tài sản số 2161/19/TC/IV.04 ngày 29 tháng 7 năm 2019 > Máy bơm tĩnh HUIJIE, cần phân phối bơm bê tông ZoomWolf, ống thép đức chịu áp lực ST52 theo hợp đồng thế chấp tài sản số 3704.19.551.309.7551.BĐ ngày 31 tháng 1 năm 2019",numeric__Số cuối năm VND > 18.066.420.059 > 736.000.000 > 1.375.000.000 > 411.630.000,numeric__Kỳ hạn trả gốc và lãi > Từ ngày 25 tháng 10 năm 2020 đến ngày 25 tháng 1 năm 2021 > Từ ngày 25 tháng 3 năm 2020 đến ngày 7 tháng 1 năm 2024 > Từ ngày 25 tháng 1 năm 2020 đến ngày 30 tháng 7 năm 2022 > Từ ngày 25 tháng 1 năm 2020 đến ngày 1 tháng 2 năm 2022,"numeric__Lãi suất (%/năm) > 9,5% > 10,6% > 9,5% > 10,3%","numeric__Hình thức đảm bảo > Khoản phải thu và quyền phát sinh của Tổng Công ty có được theo các hợp đồng bán/cho thuê dài hạn của Dư án Khu căn hộ thuộc khối B - Tổ hợp khách sạn 5 sao Pullman và Trung tâm Hội nghị Triển lâm Quốc tế Thành phố Vũng Tàu, và 18.920.000 cổ phần phổ thông của Công ty Cổ phần Đầu tư và Phát triển Phương Nam do Tổng Công ty nằm giữ > Xe ô tô Toyota Fortuner 7 chỗ trị giá 1.150.000.000 VND theo hợp đồng thế chấp tài sản số 296/18/TC/IV.04 ngày 29 tháng 12 năm 2018 > Vận thắng chờ hàng có người đi kèm trị giá 411.630.000 VND theo hợp đồng thế chấp tài sản số 2161/19/TC/IV.04 ngày 29 tháng 7 năm 2019 > Máy bơm tĩnh HUIJIE, cần phân phối bơm bê tông ZoomWolf, ống thép đức chịu áp lực ST52 theo hợp đồng thế chấp tài sản số 3704.19.551.309.7551.BĐ ngày 31 tháng 1 năm 2019"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.085.402.139.550,,,,1085402139550.0,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,729.658.592.300355.743.547.250,,,,7.296585923003558e+23,,,
