row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.139.478.786.862,2.459.138.866.544,2139478786862.0,2459138866544.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,1.465.539.334.461,2.082.415.397.031,1465539334461.0,2082415397031.0
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,260.212.912.968,58.126.703.120,260212912968.0,58126703120.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,160.982.498.676,92.178.296.420,160982498676.0,92178296420.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,161.513.759.702,211.461.432.030,161513759702.0,211461432030.0
Doanh thu hoạt động xây dựng,Trong đó: > Doanh thu hoạt động xây dựng,Doanh thu hoạt động xây dựng,91.230.281.055,14.957.037.943,91230281055.0,14957037943.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(23.734.413.231),(114.130.721.025),-23734413231.0,-114130721025.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(22.456.444.350),(113.045.868.946),-22456444350.0,-113045868946.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(1.277.968.881),(1.084.852.079),-1277968881.0,-1084852079.0
DOANH THU THUẦN,Trong đó: > DOANH THU THUẦN,DOANH THU THUẦN,2.115.744.373.631,2.345.008.145.519,2115744373631.0,2345008145519.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,1.443.082.890.111,1.969.388.618.994,1443082890111.0,1969388618994.0
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,258.934.944.087,57.963.848.393,258934944087.0,57963848393.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,160.982.498.676,92.178.296.420,160982498676.0,92178296420.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,161.513.759.702,211.461.432.030,161513759702.0,211461432030.0
Doanh thu hoạt động xây dựng,Trong đó: > Doanh thu hoạt động xây dựng,Doanh thu hoạt động xây dựng,91.230.281.055,14.015.949.682,91230281055.0,14015949682.0
