row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,114.152.311.617,107.969.204.566,114152311617.0,107969204566.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,48.663.418.149,53.236.303.539,48663418149.0,53236303539.0
Chi phí lương nhân viên,Chi phí lương nhân viên,Chi phí lương nhân viên,24.038.776.297,22.384.036.565,24038776297.0,22384036565.0
Chi phí mua ngoài,Chi phí mua ngoài,Chi phí mua ngoài,20.265.683.179,8.327.406.333,20265683179.0,8327406333.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",7.162.903.671,7.496.409.284,7162903671.0,7496409284.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,5.326.299.986,5.652.807.425,5326299986.0,5652807425.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,524.109.365,1.972.934.462,524109365.0,1972934462.0
Chi phí khác,Chi phí khác,Chi phí khác,8.171.120.970,8.899.306.958,8171120970.0,8899306958.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,150.401.335.317,142.520.178.119,150401335317.0,142520178119.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,69.927.053.528,68.570.036.323,69927053528.0,68570036323.0
Chi phí giao tế,Chi phí giao tế,Chi phí giao tế,19.424.307.108,30.003.702.226,19424307108.0,30003702226.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,5.784.187.327,5.792.644.315,5784187327.0,5792644315.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",5.360.389.274,3.203.627.676,5360389274.0,3203627676.0
Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,4.963.939.312,-,4963939312.0,
Chi phí mua ngoài,Chi phí mua ngoài,Chi phí mua ngoài,1.805.664.938,4.754.402.587,1805664938.0,4754402587.0
Chi phí khác,Chi phí khác,Chi phí khác,43.135.793.830,30.195.764.992,43135793830.0,30195764992.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,264.553.646.934,250.489.382.685,264553646934.0,250489382685.0
