row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019 VND > 52.303.881,Số phát sinh trong năm VND > 151.234.365,Số đã nộp trong năm VND > (310.659.870),Phân loại VND > 107.121.624,31/12/2019 VND > -,numeric__1/1/2019 VND > 52.303.881,numeric__Số phát sinh trong năm VND > 151.234.365,numeric__Số đã nộp trong năm VND > (310.659.870),numeric__Phân loại VND > 107.121.624,numeric__31/12/2019 VND > -
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,8.790.294.758,29.396.324.102,(29.967.964.339),-,8.218.654.521,8790294758.0,29396324102.0,-29967964339.0,,8218654521.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,172.303.609,(172.303.609),-,-,,172303609.0,-172303609.0,,
,,,8.842.598.639,29.719.862.076,(30.450.927.818),107.121.624,8.218.654.521,8842598639.0,29719862076.0,-30450927818.0,107121624.0,8218654521.0
