row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2019 VND,1/1/2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__1/1/2019 VND
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,6.101.856.252.863,4.621.643.436.297,300.0,,6101856252863.0,4621643436297.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,2.560.473.071.875,3.899.728.834.926,310.0,,2560473071875.0,3899728834926.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,14,1.948.060.627.082,1.002.967.971.115,311.0,14.0,1948060627082.0,1002967971115.0
Người mua trả tiền trước ngắn hạn,NGUỒN VỐN > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,5.366.344.141,4.045.877.871,312.0,,5366344141.0,4045877871.0
Thuế phải nộp Nhà nước,NGUỒN VỐN > Thuế phải nộp Nhà nước,Thuế phải nộp Nhà nước,313,15,8.218.654.521,8.842.598.639,313.0,15.0,8218654521.0,8842598639.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,5.223.968,5.224.214,314.0,,5223968.0,5224214.0
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,16,222.430.042.500,246.818.973.061,315.0,16.0,222430042500.0,246818973061.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,17(a),7.862.179.663,217.293.694.545,319.0,,7862179663.0,217293694545.0
Vay ngắn hạn,NGUỒN VỐN > Vay ngắn hạn,Vay ngắn hạn,320,18(a),368.530.000.000,2.419.754.495.481,320.0,,368530000000.0,2419754495481.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,3.541.383.180.988,721.914.601.371,330.0,,3541383180988.0,721914601371.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,17(b),417.869.847.802,18.240.827.267,337.0,,417869847802.0,18240827267.0
Vay dài hạn,NGUỒN VỐN > Vay dài hạn,Vay dài hạn,338,18(b),3.111.844.095.436,692.089.599.955,338.0,,3111844095436.0,692089599955.0
Dự phòng phải trả dài hạn,NGUỒN VỐN > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,,11.669.237.750,11.584.174.149,342.0,,11669237750.0,11584174149.0
VỐN CHỦ SỞ HỮU (400 = 410),NGUỒN VỐN > VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,3.114.848.674.371,3.006.502.900.630,400.0,,3114848674371.0,3006502900630.0
Vốn chủ sở hữu,NGUỒN VỐN > Vốn chủ sở hữu,Vốn chủ sở hữu,410,19,3.114.848.674.371,3.006.502.900.630,410.0,19.0,3114848674371.0,3006502900630.0
Vốn cổ phần,NGUỒN VỐN > Vốn cổ phần,Vốn cổ phần,411,20,3.243.274.470.000,2.162.182.990.000,411.0,20.0,3243274470000.0,2162182990000.0
Cổ phiếu phổ thông có quyền biểu quyết,NGUỒN VỐN > Cổ phiếu phổ thông có quyền biểu quyết,Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.243.274.470.000,2.162.182.990.000,,,3243274470000.0,2162182990000.0
Thặng dư vốn cổ phần,NGUỒN VỐN > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,2.119.105.015.149,3.200.196.495.149,412.0,,2119105015149.0,3200196495149.0
Lỗ lũy kế,NGUỒN VỐN > Lỗ lũy kế,Lỗ lũy kế,421,,(2.247.530.810.778),(2.355.876.584.519),421.0,,-2247530810778.0,-2355876584519.0
Lỗ lũy kế đến cuối năm trước,NGUỒN VỐN > Lỗ lũy kế đến cuối năm trước,Lỗ lũy kế đến cuối năm trước,421a,,(2.355.876.584.519),(2.936.296.182.388),,,-2355876584519.0,-2936296182388.0
Lợi nhuận sau thuế năm nay,NGUỒN VỐN > Lợi nhuận sau thuế năm nay,Lợi nhuận sau thuế năm nay,421b,,108.345.773.741,580.419.597.869,,,108345773741.0,580419597869.0
TỔNG NGUỒN VỐN (440 = 300 + 400),NGUỒN VỐN > TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,9.216.704.927.234,7.628.146.336.927,440.0,,9216704927234.0,7628146336927.0
