row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chỉ phí khác VND,Tổng VND,numeric__Công cụ và dụng cụ VND,numeric__Chỉ phí khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,72.010.224,67.141.866,139.152.090,72010224.0,67141866.0,139152090.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,5.885.252.711,746.303.670,6.631.556.381,5885252711.0,746303670.0,6631556381.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(1.436.665.238),(168.773.992),(1.605.439.230),-1436665238.0,-168773992.0,-1605439230.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.520.597.697,644.671.544,5.165.269.241,4520597697.0,644671544.0,5165269241.0
