row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2019VND,2018VND,,
Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,,
Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,,,,
Cổ tức,Công ty Cổ phần Tập đoàn Masan > Cổ tức,Cổ tức,-,1.135.573.000.000,,1135573000000.0
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH MNS Feed,Công ty TNHH MNS Feed,Công ty TNHH MNS Feed,Công ty TNHH MNS Feed,Công ty TNHH MNS Feed,,
Thu nhập cổ tức,Công ty TNHH MNS Feed > Thu nhập cổ tức,Thu nhập cổ tức,330.470.365.973,95.142.382.854,330470365973.0,95142382854.0
Công ty TNHH MNS Feed Tiền Giang,Công ty TNHH MNS Feed Tiền Giang,Công ty TNHH MNS Feed Tiền Giang,Công ty TNHH MNS Feed Tiền Giang,Công ty TNHH MNS Feed Tiền Giang,,
Bán hàng,Công ty TNHH MNS Feed Tiền Giang > Bán hàng,Bán hàng,2.998.041.560,2.649.412.350,2998041560.0,2649412350.0
Mua hàng,Công ty TNHH MNS Feed Tiền Giang > Mua hàng,Mua hàng,301.745.535.540,204.564.890.118,301745535540.0,204564890118.0
Phí thuê kho,Công ty TNHH MNS Feed Tiền Giang > Phí thuê kho,Phí thuê kho,874.440.000,938.880.000,874440000.0,938880000.0
Công ty TNHH MNS Feed Thái Nguyên,Công ty TNHH MNS Feed Thái Nguyên,Công ty TNHH MNS Feed Thái Nguyên,Công ty TNHH MNS Feed Thái Nguyên,Công ty TNHH MNS Feed Thái Nguyên,,
Bán hàng,Công ty TNHH MNS Feed Thái Nguyên > Bán hàng,Bán hàng,1.183.539.730,594.791.350,1183539730.0,594791350.0
Mua hàng,Công ty TNHH MNS Feed Thái Nguyên > Mua hàng,Mua hàng,137.291.188.830,122.358.393.156,137291188830.0,122358393156.0
Phí thuê kho,Công ty TNHH MNS Feed Thái Nguyên > Phí thuê kho,Phí thuê kho,682.500.000,735.000.000,682500000.0,735000000.0
Công ty TNHH MNS Feed Vĩnh Long,Công ty TNHH MNS Feed Vĩnh Long,Công ty TNHH MNS Feed Vĩnh Long,Công ty TNHH MNS Feed Vĩnh Long,Công ty TNHH MNS Feed Vĩnh Long,,
Bán hàng,Công ty TNHH MNS Feed Vĩnh Long > Bán hàng,Bán hàng,2.922.754.125,2.679.631.840,2922754125.0,2679631840.0
Mua hàng,Công ty TNHH MNS Feed Vĩnh Long > Mua hàng,Mua hàng,182.697.171.940,147.242.665.190,182697171940.0,147242665190.0
Phí thuê kho,Công ty TNHH MNS Feed Vĩnh Long > Phí thuê kho,Phí thuê kho,360.000.000,300.000.000,360000000.0,300000000.0
Công ty TNHH MNS Feed Hậu Giang,Công ty TNHH MNS Feed Hậu Giang,Công ty TNHH MNS Feed Hậu Giang,Công ty TNHH MNS Feed Hậu Giang,Công ty TNHH MNS Feed Hậu Giang,,
Bán hàng,Công ty TNHH MNS Feed Hậu Giang > Bán hàng,Bán hàng,5.426.386.340,5.109.679.695,5426386340.0,5109679695.0
Mua hàng,Công ty TNHH MNS Feed Hậu Giang > Mua hàng,Mua hàng,439.799.080.620,288.897.242.780,439799080620.0,288897242780.0
Phí thuê kho,Công ty TNHH MNS Feed Hậu Giang > Phí thuê kho,Phí thuê kho,630.000.000,630.000.000,630000000.0,630000000.0
Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,,
Bán hàng,Công ty TNHH MNS Feed Nghệ An > Bán hàng,Bán hàng,327.403.440,18.600.500,327403440.0,18600500.0
Mua hàng,Công ty TNHH MNS Feed Nghệ An > Mua hàng,Mua hàng,196.456.846.575,121.183.429.713,196456846575.0,121183429713.0
Phí thuê kho,Công ty TNHH MNS Feed Nghệ An > Phí thuê kho,Phí thuê kho,614.250.000,598.500.000,614250000.0,598500000.0
