row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2018VND,2017VND,,
Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn,Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn,Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn,Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn,Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn,,
Thương Tín,Thương Tín,Thương Tín,Thương Tín,Thương Tín,,
Mua hàng hóa và dịch vụ,Thương Tín > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,23.272.460.889,9.974.556.579,23272460889.0,9974556579.0
Bán hàng hóa và dịch vụ,Thương Tín > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,438.167.643,1.253.998.805,438167643.0,1253998805.0
Công ty Cổ phần Thương Tín – CJ Cầu Tre,Công ty Cổ phần Thương Tín – CJ Cầu Tre,Công ty Cổ phần Thương Tín – CJ Cầu Tre,Công ty Cổ phần Thương Tín – CJ Cầu Tre,Công ty Cổ phần Thương Tín – CJ Cầu Tre,,
Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,Công ty Cổ phần Thương Tín – CJ Cầu Tre > Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,-,13.671.000.000,,13671000000.0
Góp vốn,Công ty Cổ phần Thương Tín – CJ Cầu Tre > Góp vốn,Góp vốn,316.000.000.000,128.000.000.000,316000000000.0,128000000000.0
Cung cấp dịch vụ,Công ty Cổ phần Thương Tín – CJ Cầu Tre > Cung cấp dịch vụ,Cung cấp dịch vụ,4.100.000.000,-,4100000000.0,
Công Ty TNHH MTV Đầu Tư Kinh Doanh Bất ĐôngSản Hùng Anh Năm (trước đây là Công ty Cổ phầnĐầu Tư Kinh Doanh Bất Đông Sản Hùng Anh Năm),Công Ty TNHH MTV Đầu Tư Kinh Doanh Bất ĐôngSản Hùng Anh Năm (trước đây là Công ty Cổ phầnĐầu Tư Kinh Doanh Bất Đông Sản Hùng Anh Năm),Công Ty TNHH MTV Đầu Tư Kinh Doanh Bất ĐôngSản Hùng Anh Năm (trước đây là Công ty Cổ phầnĐầu Tư Kinh Doanh Bất Đông Sản Hùng Anh Năm),Công Ty TNHH MTV Đầu Tư Kinh Doanh Bất ĐôngSản Hùng Anh Năm (trước đây là Công ty Cổ phầnĐầu Tư Kinh Doanh Bất Đông Sản Hùng Anh Năm),Công Ty TNHH MTV Đầu Tư Kinh Doanh Bất ĐôngSản Hùng Anh Năm (trước đây là Công ty Cổ phầnĐầu Tư Kinh Doanh Bất Đông Sản Hùng Anh Năm),,
Cho vay,Công Ty TNHH MTV Đầu Tư Kinh Doanh Bất ĐôngSản Hùng Anh Năm (trước đây là Công ty Cổ phầnĐầu Tư Kinh Doanh Bất Đông Sản Hùng Anh Năm) > Cho vay,Cho vay,73.750.000.000,94.500.000.000,73750000000.0,94500000000.0
Thu nhập lãi cho vay,Công Ty TNHH MTV Đầu Tư Kinh Doanh Bất ĐôngSản Hùng Anh Năm (trước đây là Công ty Cổ phầnĐầu Tư Kinh Doanh Bất Đông Sản Hùng Anh Năm) > Thu nhập lãi cho vay,Thu nhập lãi cho vay,6.746.198.960,3.343.481.459,6746198960.0,3343481459.0
Vay,Công Ty TNHH MTV Đầu Tư Kinh Doanh Bất ĐôngSản Hùng Anh Năm (trước đây là Công ty Cổ phầnĐầu Tư Kinh Doanh Bất Đông Sản Hùng Anh Năm) > Vay,Vay,-,3.471.000.000,,3471000000.0
Chi phí lãi vay,Công Ty TNHH MTV Đầu Tư Kinh Doanh Bất ĐôngSản Hùng Anh Năm (trước đây là Công ty Cổ phầnĐầu Tư Kinh Doanh Bất Đông Sản Hùng Anh Năm) > Chi phí lãi vay,Chi phí lãi vay,-,79.056.250,,79056250.0
Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,Công ty TNHH MTV TTC Land Retail Management,,
Vay,Công ty TNHH MTV TTC Land Retail Management > Vay,Vay,2.500.000.000,-,2500000000.0,
Bán hàng hóa và dịch vụ,Công ty TNHH MTV TTC Land Retail Management > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,13.366.000.802,-,13366000802.0,
Góp vốn,Công ty TNHH MTV TTC Land Retail Management > Góp vốn,Góp vốn,700.000.000,-,700000000.0,
Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,,
Nhận tiền ứng trước mua hàng hóa,Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng > Nhận tiền ứng trước mua hàng hóa,Nhận tiền ứng trước mua hàng hóa,346.042.585.200,-,346042585200.0,
Góp vốn,Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng > Góp vốn,Góp vốn,311.400.000.000,-,311400000000.0,
Chi phí lãi tiền ứng trước,Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng > Chi phí lãi tiền ứng trước,Chi phí lãi tiền ứng trước,6.795.508.907,-,6795508907.0,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Công ty Cổ phần Bao bì và Kho bãi Bình Tây,,
Cho vay,Công ty Cổ phần Bao bì và Kho bãi Bình Tây > Cho vay,Cho vay,24.000.000.000,-,24000000000.0,
Thu nhập lãi cho vay,Công ty Cổ phần Bao bì và Kho bãi Bình Tây > Thu nhập lãi cho vay,Thu nhập lãi cho vay,35.000.000,-,35000000.0,
Vay,Công ty Cổ phần Bao bì và Kho bãi Bình Tây > Vay,Vay,51.100.000.000,60.500.000.000,51100000000.0,60500000000.0
Chi phí lãi vay,Công ty Cổ phần Bao bì và Kho bãi Bình Tây > Chi phí lãi vay,Chi phí lãi vay,2.447.978.750,2.915.312.500,2447978750.0,2915312500.0
Công ty Cổ phần Địa ốc Kim Thành,Công ty Cổ phần Địa ốc Kim Thành,Công ty Cổ phần Địa ốc Kim Thành,Công ty Cổ phần Địa ốc Kim Thành,Công ty Cổ phần Địa ốc Kim Thành,,
Góp vốn,Công ty Cổ phần Địa ốc Kim Thành > Góp vốn,Góp vốn,-,8.800.000.000,,8800000000.0
Vay,Công ty Cổ phần Địa ốc Kim Thành > Vay,Vay,-,19.000.000.000,,19000000000.0
