row_label_raw,row_label_full,col_0,31/12/2018VND,1/1/2018VND,numeric__31/12/2018VND,numeric__1/1/2018VND
Dự án Bắc Rạch Bà Buóm (a),Dự án Bắc Rạch Bà Buóm (a),Dự án Bắc Rạch Bà Buóm (a),2.090.256.837.745,2.513.106.675.386,2090256837745.0,2513106675386.0
Dự án Ung Văn Khiêm (b),Dự án Ung Văn Khiêm (b),Dự án Ung Văn Khiêm (b),188.571.232.924,25.522.620.131,188571232924.0,25522620131.0
Dự án Carillon 7 (c),Dự án Carillon 7 (c),Dự án Carillon 7 (c),133.961.456.673,30.847.463.245,133961456673.0,30847463245.0
Dự án Charmington Iris (d),Dự án Charmington Iris (d),Dự án Charmington Iris (d),104.712.205.328,-,104712205328.0,
Dự án Charmington LaPointe (e),Dự án Charmington LaPointe (e),Dự án Charmington LaPointe (e),52.672.780.469,302.494.284.943,52672780469.0,302494284943.0
Dự án Jamona Heights (f),Dự án Jamona Heights (f),Dự án Jamona Heights (f),61.071.636.284,130.240.946.104,61071636284.0,130240946104.0
Dự án Carillon 5 (g),Dự án Carillon 5 (g),Dự án Carillon 5 (g),45.559.584.658,75.961.852.399,45559584658.0,75961852399.0
Dự án Thanh Đa,Dự án Thanh Đa,Dự án Thanh Đa,34.986.908.935,34.986.908.935,34986908935.0,34986908935.0
"Khu dân cư Phú Hữu, Quận 9","Khu dân cư Phú Hữu, Quận 9","Khu dân cư Phú Hữu, Quận 9",21.776.603.921,21.762.785.184,21776603921.0,21762785184.0
Các dự án khác,Các dự án khác,Các dự án khác,40.997.742.342,30.198.003.617,40997742342.0,30198003617.0
,,,2.774.566.989.279,3.165.121.539.944,2774566989279.0,3165121539944.0
