row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2018VND,2017VND,,
Công ty Cổ phần Đầu tư SVGGóp vốn,Công ty Cổ phần Đầu tư SVGGóp vốn,Công ty Cổ phần Đầu tư SVGGóp vốn,-,1.000.000.000,,1000000000.0
Các bên liên quan khácCông ty Cổ phần May Tiến Phát,Các bên liên quan khácCông ty Cổ phần May Tiến Phát,Các bên liên quan khácCông ty Cổ phần May Tiến Phát,Các bên liên quan khácCông ty Cổ phần May Tiến Phát,Các bên liên quan khácCông ty Cổ phần May Tiến Phát,,
Bán hàng hóa và dịch vụ,Các bên liên quan khácCông ty Cổ phần May Tiến Phát > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,78.384.031.265,410.926.577.042,78384031265.0,410926577042.0
Mua hàng hóa và dịch vụ,Các bên liên quan khácCông ty Cổ phần May Tiến Phát > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,396.869.226.740,4.605.400.800,396869226740.0,4605400800.0
Vay,Các bên liên quan khácCông ty Cổ phần May Tiến Phát > Vay,Vay,442.000.000.000,63.500.000.000,442000000000.0,63500000000.0
Chi phí lãi vay,Các bên liên quan khácCông ty Cổ phần May Tiến Phát > Chi phí lãi vay,Chi phí lãi vay,2.637.866.664,625.363.888,2637866664.0,625363888.0
Cho vay,Các bên liên quan khácCông ty Cổ phần May Tiến Phát > Cho vay,Cho vay,1.072.900.000.000,509.500.000.000,1072900000000.0,509500000000.0
Thu nhập lãi cho vay,Các bên liên quan khácCông ty Cổ phần May Tiến Phát > Thu nhập lãi cho vay,Thu nhập lãi cho vay,25.645.240.210,6.488.473.135,25645240210.0,6488473135.0
Công ty Cổ phần Sản Xuất Xây dựng Dịch Vụ Hoa Đồng (trước đây là “Công ty TNHH Sản Xuất Xây Dụng Dịch Vụ Hoa Đồng”),Công ty Cổ phần Sản Xuất Xây dựng Dịch Vụ Hoa Đồng (trước đây là “Công ty TNHH Sản Xuất Xây Dụng Dịch Vụ Hoa Đồng”),Công ty Cổ phần Sản Xuất Xây dựng Dịch Vụ Hoa Đồng (trước đây là “Công ty TNHH Sản Xuất Xây Dụng Dịch Vụ Hoa Đồng”),Công ty Cổ phần Sản Xuất Xây dựng Dịch Vụ Hoa Đồng (trước đây là “Công ty TNHH Sản Xuất Xây Dụng Dịch Vụ Hoa Đồng”),Công ty Cổ phần Sản Xuất Xây dựng Dịch Vụ Hoa Đồng (trước đây là “Công ty TNHH Sản Xuất Xây Dụng Dịch Vụ Hoa Đồng”),,
Cho vay,Công ty Cổ phần Sản Xuất Xây dựng Dịch Vụ Hoa Đồng (trước đây là “Công ty TNHH Sản Xuất Xây Dụng Dịch Vụ Hoa Đồng”) > Cho vay,Cho vay,2.300.000.000,-,2300000000.0,
