row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2018VND > -,Số phải nộp trong năm VND > 81.617.760.871,Số đã nộp trong năm VND > (8.457.755.956),Cấn trừ VND > (73.160.004.915),31/12/2018VND > -,numeric__1/1/2018VND > -,numeric__Số phải nộp trong năm VND > 81.617.760.871,numeric__Số đã nộp trong năm VND > (8.457.755.956),numeric__Cấn trừ VND > (73.160.004.915),numeric__31/12/2018VND > -
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,15.357.620.445,24.213.485.503,(17.353.616.955),(5.387.724.273),16.829.764.720,15357620445.0,24213485503.0,-17353616955.0,-5387724273.0,16829764720.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.238.206.753,22.925.454.590,(22.443.408.676),-,2.720.252.667,2238206753.0,22925454590.0,-22443408676.0,,2720252667.0
Các thuế khác,Các thuế khác,Các thuế khác,-,522.693.100,(522.693.100),-,-,,522693100.0,-522693100.0,,
,,,17.595.827.198,129.279.394.064,(48.777.474.687),(78.547.729.188),19.550.017.387,17595827198.0,129279394064.0,-48777474687.0,-78547729188.0,19550017387.0
