row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2018VND,2017VND,,
Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,,
Mua hàng hóa và dịch vụ,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,244.318.922.513,51.323.021.394,244318922513.0,51323021394.0
Bán hàng hóa và dịch vụ,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,1.007.569.225,776.637.914,1007569225.0,776637914.0
Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,,
Cho vay,Công ty Cổ phần Toàn Hải Vân > Cho vay,Cho vay,88.000.000.000,-,88000000000.0,
Thu nhập lãi cho vay,Công ty Cổ phần Toàn Hải Vân > Thu nhập lãi cho vay,Thu nhập lãi cho vay,4.346.332.270,-,4346332270.0,
Bán hàng hóa và dịch vụ,Công ty Cổ phần Toàn Hải Vân > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,612.571.701,-,612571701.0,
Công ty Cổ phần Đầu tư Bất Đông Sản 66,Công ty Cổ phần Đầu tư Bất Đông Sản 66,Công ty Cổ phần Đầu tư Bất Đông Sản 66,Công ty Cổ phần Đầu tư Bất Đông Sản 66,Công ty Cổ phần Đầu tư Bất Đông Sản 66,,
Cho vay,Công ty Cổ phần Đầu tư Bất Đông Sản 66 > Cho vay,Cho vay,105.650.000.000,-,105650000000.0,
Thu nhập lãi cho vay,Công ty Cổ phần Đầu tư Bất Đông Sản 66 > Thu nhập lãi cho vay,Thu nhập lãi cho vay,5.347.750.000,-,5347750000.0,
Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,,
Cho vay,Công ty Cổ phần Thành Thành Nam > Cho vay,Cho vay,88.000.000.000,-,88000000000.0,
Thu nhập lãi cho vay,Công ty Cổ phần Thành Thành Nam > Thu nhập lãi cho vay,Thu nhập lãi cho vay,321.500.000,-,321500000.0,
Vay,Công ty Cổ phần Thành Thành Nam > Vay,Vay,77.140.000.000,-,77140000000.0,
Chi phí vay,Công ty Cổ phần Thành Thành Nam > Chi phí vay,Chi phí vay,343.615.278,-,343615278.0,
Mua dịch vụ,Công ty Cổ phần Thành Thành Nam > Mua dịch vụ,Mua dịch vụ,4.292.275.213,-,4292275213.0,
Công ty Cổ phần Xuất Nhập Khẩu Bến Tre,Công ty Cổ phần Xuất Nhập Khẩu Bến Tre,Công ty Cổ phần Xuất Nhập Khẩu Bến Tre,Công ty Cổ phần Xuất Nhập Khẩu Bến Tre,Công ty Cổ phần Xuất Nhập Khẩu Bến Tre,,
Mua hàng hóa và dịch vụ,Công ty Cổ phần Xuất Nhập Khẩu Bến Tre > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,361.067.195,-,361067195.0,
"Trần Lam Thông, một cá nhân liên quan","Trần Lam Thông, một cá nhân liên quan","Trần Lam Thông, một cá nhân liên quan","Trần Lam Thông, một cá nhân liên quan","Trần Lam Thông, một cá nhân liên quan",,
Tạm ứng,"Trần Lam Thông, một cá nhân liên quan > Tạm ứng",Tạm ứng,67.032.738.500,51.837.300.445,67032738500.0,51837300445.0
Cho vay,"Trần Lam Thông, một cá nhân liên quan > Cho vay",Cho vay,1.000.000.000,226.000.000,1000000000.0,226000000.0
Thu nhập lãi cho vay,"Trần Lam Thông, một cá nhân liên quan > Thu nhập lãi cho vay",Thu nhập lãi cho vay,88.229.164,-,88229164.0,
Vay,"Trần Lam Thông, một cá nhân liên quan > Vay",Vay,5.623.298.097,500.000.000,5623298097.0,500000000.0
Chi phí lãi vay,"Trần Lam Thông, một cá nhân liên quan > Chi phí lãi vay",Chi phí lãi vay,110.345.154,48.472.226,110345154.0,48472226.0
