row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,86.949.577.550,113.074.950.945,86949577550.0,113074950945.0
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",3.953.411.598,5.418.489.265,3953411598.0,5418489265.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,63.568.911.000,55.889.252.000,63568911000.0,55889252000.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,2.271.714.018,2.428.062.977,2271714018.0,2428062977.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,8.307.586.277,25.987.519.000,8307586277.0,25987519000.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,8.847.954.657,23.351.627.703,8847954657.0,23351627703.0
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,149.160.450.560,43.644.028.201,149160450560.0,43644028201.0
- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,5.555.307.295,8.090.541.285,5555307295.0,8090541285.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,62.263.816.114,56.227.214.060,62263816114.0,56227214060.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,7.628.003.159,6.605.019.103,7628003159.0,6605019103.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,30.170.870.045,44.216.980.508,30170870045.0,44216980508.0
- Chi phí/(hoàn nhập) dự phòng phải thu khó đòi,- Chi phí/(hoàn nhập) dự phòng phải thu khó đòi,- Chi phí/(hoàn nhập) dự phòng phải thu khó đòi,32.582.828.000,(79.689.593.000),32582828000.0,-79689593000.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,10.959.625.947,8.193.866.245,10959625947.0,8193866245.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,236.110.028.110,156.718.979.146,236110028110.0,156718979146.0
