row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Khoản đặt cọc liên quan đến dự án Thuận Thành 2,Ngắn hạn > Khoản đặt cọc liên quan đến dự án Thuận Thành 2,Khoản đặt cọc liên quan đến dự án Thuận Thành 2,187.429.866.750,161.353.858.250,187429866750.0,161353858250.0
"Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Ngắn hạn > Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế",4.443.871.118,3.767.605.718,4443871118.0,3767605718.0
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",19.584.991.386,17.814.549.636,19584991386.0,17814549636.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,211.458.729.254,182.936.013.604,211458729254.0,182936013604.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),Dài hạn > Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),173.563.494.000,173.563.494.000,173563494000.0,173563494000.0
Nhận đặt cọc thực hiện hợp đồng môi giới các dự án bất động sản,Dài hạn > Nhận đặt cọc thực hiện hợp đồng môi giới các dự án bất động sản,Nhận đặt cọc thực hiện hợp đồng môi giới các dự án bất động sản,65.000.000.000,141.000.000.000,65000000000.0,141000000000.0
"Các khoản phải trả, phải nộp dài hạn khác","Dài hạn > Các khoản phải trả, phải nộp dài hạn khác","Các khoản phải trả, phải nộp dài hạn khác",10.546.622.050,13.886.776.002,10546622050.0,13886776002.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,249.110.116.050,328.450.270.002,249110116050.0,328450270002.0
