row_label_raw,row_label_full,"Lợi nhuận được chia từ các công ty con, công ty liên kết(Thuyết minh số 29)",Năm nay > 983.269.804.006,Đơn vị tính: VND > Năm trước > 770.423.580.713,numeric__Năm nay > 983.269.804.006,numeric__Đơn vị tính: VND > Năm trước > 770.423.580.713
Lãi tiền gửi và trả chậm,Lãi tiền gửi và trả chậm,Lãi tiền gửi và trả chậm,22.932.965.233,28.581.472.987,22932965233.0,28581472987.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.006.202.769.239,799.005.053.700,1006202769239.0,799005053700.0
