row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Mối quan hệ,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Phải thu khách hàng dài hạn,Phải thu khách hàng dài hạn,Phải thu khách hàng dài hạn,Phải thu khách hàng dài hạn,Phải thu khách hàng dài hạn,Phải thu khách hàng dài hạn,,,
Công ty TNHH Dabaco Bình Phước,Phải thu khách hàng dài hạn > Công ty TNHH Dabaco Bình Phước,Công ty TNHH Dabaco Bình Phước,Công ty con,579.807.620.692,586.503.820.000,,579807620692.0,586503820000.0
Công ty TNHH Dabaco Tuyên Quang,Phải thu khách hàng dài hạn > Công ty TNHH Dabaco Tuyên Quang,Công ty TNHH Dabaco Tuyên Quang,Công ty con,145.692.438.000,170.755.279.000,,145692438000.0,170755279000.0
Công ty TNHH MTV Thương mại Hiệp Quang,Phải thu khách hàng dài hạn > Công ty TNHH MTV Thương mại Hiệp Quang,Công ty TNHH MTV Thương mại Hiệp Quang,Công ty con,121.602.338.826,127.947.107.590,,121602338826.0,127947107590.0
Công ty TNHH Dịch vụ thương mại Bắc Ninh,Phải thu khách hàng dài hạn > Công ty TNHH Dịch vụ thương mại Bắc Ninh,Công ty TNHH Dịch vụ thương mại Bắc Ninh,Công ty con,114.280.961.764,217.899.607.606,,114280961764.0,217899607606.0
Công ty TNHH MTV Gà giống Dabaco,Phải thu khách hàng dài hạn > Công ty TNHH MTV Gà giống Dabaco,Công ty TNHH MTV Gà giống Dabaco,Công ty con,50.654.000.000,70.000.000.000,,50654000000.0,70000000000.0
Công ty TNHH Đầu tư và Phát triển Chăn nuôi gia công,Phải thu khách hàng dài hạn > Công ty TNHH Đầu tư và Phát triển Chăn nuôi gia công,Công ty TNHH Đầu tư và Phát triển Chăn nuôi gia công,Công ty con,-,20.511.612.000,,,20511612000.0
Công ty TNHH Lợn Giống Phú Thọ,Phải thu khách hàng dài hạn > Công ty TNHH Lợn Giống Phú Thọ,Công ty TNHH Lợn Giống Phú Thọ,Công ty con,-,16.975.079.000,,,16975079000.0
,,,,1.012.037.359.282,1.210.592.505.196,,1012037359282.0,1210592505196.0
Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2),,,
