row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,8.815.347.156.580,6.766.896.739.905,8815347156580.0,6766896739905.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,4.320.180.232.749,3.438.346.341.408,4320180232749.0,3438346341408.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",4.166.219.153.497,3.129.008.412.919,4166219153497.0,3129008412919.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,328.947.770.334,199.541.985.578,328947770334.0,199541985578.0
Các khoản giảm trừ doanh thu,Trong đó > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(75.639.578.161),(89.799.175.977),-75639578161.0,-89799175977.0
Chiết khấu thương mại,Trong đó > Chiết khấu thương mại,Chiết khấu thương mại,(73.484.689.726),(88.057.681.762),-73484689726.0,-88057681762.0
Hàng bán bị trả lại,Trong đó > Hàng bán bị trả lại,Hàng bán bị trả lại,(2.154.888.435),(1.741.494.215),-2154888435.0,-1741494215.0
Doanh thu thuần,Trong đó > Doanh thu thuần,Doanh thu thuần,8.739.707.578.419,6.677.097.563.928,8739707578419.0,6677097563928.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,4.244.540.654.588,3.348.547.165.431,4244540654588.0,3348547165431.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",4.166.219.153.497,3.129.008.412.919,4166219153497.0,3129008412919.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,328.947.770.334,199.541.985.578,328947770334.0,199541985578.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên thứ ba,Trong đó: > Doanh thu đối với bên thứ ba,Doanh thu đối với bên thứ ba,2.268.031.477.893,1.968.508.115.730,2268031477893.0,1968508115730.0
Doanh thu đối với bên liên quan (Thuyết minh số 29),Trong đó: > Doanh thu đối với bên liên quan (Thuyết minh số 29),Doanh thu đối với bên liên quan (Thuyết minh số 29),6.471.676.100.526,4.708.589.448.198,6471676100526.0,4708589448198.0
