row_label_raw,row_label_full,Trong đó:,Trong đó:_1,numeric__Trong đó:_1
Nợ dài hạn đến,Nợ dài hạn đến,Nợ dài hạn đến,Nợ dài hạn đến,
hạn trả,Nợ dài hạn đến > hạn trả,hạn trả,58.975.615.918,58975615918.0
Nợ dài hạn,Nợ dài hạn đến > Nợ dài hạn,Nợ dài hạn,61.584.689.499,61584689499.0
