row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Như So,Tên > Ông Nguyễn Như So,Ông Nguyễn Như So,Chủ tịch HĐQT,1.860.633.000,1.640.000.000,,1860633000.0,1640000000.0
Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo,Phó Chủ tịch HĐQT,,,,,
Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo > Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo,kiềm Tổng Giám đốc,1.290.583.000,1.160.000.000,,1290583000.0,1160000000.0
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Phó Tổng Giám đốc,,,,,
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương > Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,kiềm thành viên HĐQT,1.050.531.000,920.000.000,,1050531000.0,920000000.0
Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Thành viên HĐQT kiểm,,,,,
Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường > Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Phó Tổng Giám đốc,1.043.640.000,906.260.000,,1043640000.0,906260000.0
Ông Nguyễn Hoàng Nguyên,Ông Nguyễn Thế Tường > Ông Nguyễn Hoàng Nguyên,Ông Nguyễn Hoàng Nguyên,Thành viên HĐQT,330.000.000,240.000.000,,330000000.0,240000000.0
Ông Lê Quốc Đoàn,Ông Nguyễn Thế Tường > Ông Lê Quốc Đoàn,Ông Lê Quốc Đoàn,Thành viên HĐQT,330.000.000,240.000.000,,330000000.0,240000000.0
Bà Nguyễn Thanh Hương,Ông Nguyễn Thế Tường > Bà Nguyễn Thanh Hương,Bà Nguyễn Thanh Hương,Thành viên HĐQT,300.000.000,180.000.000,,300000000.0,180000000.0
Ông Hoàng Nguyên Học,Ông Nguyễn Thế Tường > Ông Hoàng Nguyên Học,Ông Hoàng Nguyên Học,Thành viên HĐQT,300.000.000,80.000.000,,300000000.0,80000000.0
Ông Bùi Văn Hoan,Ông Nguyễn Thế Tường > Ông Bùi Văn Hoan,Ông Bùi Văn Hoan,Thành viên HĐQT,300.000.000,80.000.000,,300000000.0,80000000.0
Ông Phạm Văn Học,Ông Nguyễn Thế Tường > Ông Phạm Văn Học,Ông Phạm Văn Học,Phó Tổng Giám đốc,840.270.000,826.260.000,,840270000.0,826260000.0
Ông Nguyễn Thế Chinh,Ông Nguyễn Thế Tường > Ông Nguyễn Thế Chinh,Ông Nguyễn Thế Chinh,Phó Tổng Giám đốc,833.640.000,746.260.000,,833640000.0,746260000.0
Ông Nguyễn Văn Tuế,Ông Nguyễn Thế Tường > Ông Nguyễn Văn Tuế,Ông Nguyễn Văn Tuế,Phó Tổng Giám đốc,840.552.000,560.000.000,,840552000.0,560000000.0
Ông Hoàng Văn Chung,Ông Nguyễn Thế Tường > Ông Hoàng Văn Chung,Ông Hoàng Văn Chung,Phó Tổng Giám đốc,1.020.185.000,960.698.000,,1020185000.0,960698000.0
Ông Hồ Sỹ Quý,Ông Nguyễn Thế Tường > Ông Hồ Sỹ Quý,Ông Hồ Sỹ Quý,Trưởng BKS,405.468.000,80.000.000,,405468000.0,80000000.0
Ông Nguyễn Thanh Hà,Ông Nguyễn Thế Tường > Ông Nguyễn Thanh Hà,Ông Nguyễn Thanh Hà,Thành viên BKS,163.355.000,96.480.000,,163355000.0,96480000.0
Bà Nguyễn Thị Bích,Ông Nguyễn Thế Tường > Bà Nguyễn Thị Bích,Bà Nguyễn Thị Bích,Thành viên BKS,441.399.000,252.400.000,,441399000.0,252400000.0
Ông Nguyễn Đình Toàn,Ông Nguyễn Đình Toàn,Ông Nguyễn Đình Toàn,Thành viên HĐQT,,,,,
Ông Nguyễn Đình Toàn,Ông Nguyễn Đình Toàn > Ông Nguyễn Đình Toàn,Ông Nguyễn Đình Toàn,(miễn nhiệm ngày 27 tháng 4 năm 2020),-,385.029.000,,,385029000.0
Ông Trần Xuân Mạnh,Ông Trần Xuân Mạnh,Ông Trần Xuân Mạnh,Thành viên HĐQT,,,,,
Ông Trần Xuân Mạnh,Ông Trần Xuân Mạnh > Ông Trần Xuân Mạnh,Ông Trần Xuân Mạnh,(miễn nhiệm ngày 27 tháng 4 năm 2020),-,80.000.000,,,80000000.0
TỔNG CỘNG,Ông Trần Xuân Mạnh > TỔNG CỘNG,TỔNG CỘNG,,11.350.256.000,9.433.387.000,,11350256000.0,9433387000.0
