row_label_raw,row_label_full,Số đầu năm,Năm nay > 44.806.553.385,Đơn vị tính: VND > Năm trước > 27.900.672.783,numeric__Năm nay > 44.806.553.385,numeric__Đơn vị tính: VND > Năm trước > 27.900.672.783
Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,9.678.722.206,3.366.758.295,9678722206.0,3366758295.0
Trích lập trong năm,Trích lập trong năm,Trích lập trong năm,114.552.258.400,65.266.571.506,114552258400.0,65266571506.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(99.747.083.044),(51.727.449.199),-99747083044.0,-51727449199.0
Số cuối năm,Số cuối năm,Số cuối năm,69.290.450.947,44.806.553.385,69290450947.0,44806553385.0
