row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.658.244.054.519,771.577.657.015,1658244054519.0,771577657015.0
Thuế TNDN của Tập đoàn theo thuế suất phổ thông,Thuế TNDN của Tập đoàn theo thuế suất phổ thông,Thuế TNDN của Tập đoàn theo thuế suất phổ thông,323.550.269.081,125.003.835.363,323550269081.0,125003835363.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
Tài sản thuế TNDN hoãn lại về chuyển lỗ tính thuế chưa ghi nhận,Các khoản điều chỉnh tăng: > Tài sản thuế TNDN hoãn lại về chuyển lỗ tính thuế chưa ghi nhận,Tài sản thuế TNDN hoãn lại về chuyển lỗ tính thuế chưa ghi nhận,20.040.208.788,-,20040208788.0,
Chi phí không được khấu trừ khác,Các khoản điều chỉnh tăng: > Chi phí không được khấu trừ khác,Chi phí không được khấu trừ khác,8.718.314.156,5.485.314.495,8718314156.0,5485314495.0
Chi phí lãi vay không được khấu trừ Điều chỉnh chi phí thuế TNDN trích thiếu trong những năm trước theo quyết định thanh tra thuế,Các khoản điều chỉnh tăng: > Chi phí lãi vay không được khấu trừ Điều chỉnh chi phí thuế TNDN trích thiếu trong những năm trước theo quyết định thanh tra thuế,Chi phí lãi vay không được khấu trừ Điều chỉnh chi phí thuế TNDN trích thiếu trong những năm trước theo quyết định thanh tra thuế,7.311.738.826,-,7311738826.0,
Chi phí lãi vay không được khấu trừ Điều chỉnh chi phí thuế TNDN trích thiếu trong những năm trước theo quyết định thanh tra thuế,Các khoản điều chỉnh tăng: > Chi phí lãi vay không được khấu trừ Điều chỉnh chi phí thuế TNDN trích thiếu trong những năm trước theo quyết định thanh tra thuế,Chi phí lãi vay không được khấu trừ Điều chỉnh chi phí thuế TNDN trích thiếu trong những năm trước theo quyết định thanh tra thuế,2.256.361.134,-,2256361134.0,
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,
Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Các khoản điều chỉnh giảm: > Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,(482.094.658),(316.287.600),-482094658.0,-316287600.0
Lãi từ việc đánh giá lại khoản đầu tư trước đây khi mua công ty con,Các khoản điều chỉnh giảm: > Lãi từ việc đánh giá lại khoản đầu tư trước đây khi mua công ty con,Lãi từ việc đánh giá lại khoản đầu tư trước đây khi mua công ty con,(6.229.389.949),(10.026.029.562),-6229389949.0,-10026029562.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh giảm: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(11.508.210.742),-,-11508210742.0,
Chi phí thuế TNDN,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN,Chi phí thuế TNDN,343.657.196.636,120.146.832.696,343657196636.0,120146832696.0
