row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28.1,12.094.756.795.679,7.409.353.474.617,,281.0,12094756795679.0,7409353474617.0
02,02,02,2. Các khoản giảm trừ doanh thu,28.1,(110.615.725.882),(112.240.139.749),,281.0,-110615725882.0,-112240139749.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,11.984.141.069.797,7.297.113.334.868,,281.0,11984141069797.0,7297113334868.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,29,(9.997.817.551.567),(6.328.866.193.807),,29.0,-9997817551567.0,-6328866193807.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.986.323.518.230,968.247.141.061,,,1986323518230.0,968247141061.0
21,21,21,6. Doanh thu hoạt động tài chính,28.2,847.451.817.078,297.625.061.884,,282.0,847451817078.0,297625061884.0
22,22,22,7. Chi phí tài chính,30,(435.264.930.396),(75.035.117.287),,30.0,-435264930396.0,-75035117287.0
23,23,23,Trong đó: Chi phí lãi vay,,(367.135.076.972),(67.726.821.032),,,-367135076972.0,-67726821032.0
24,24,24,8. Phần lãi/(lỗ) trong công ty liên kết,,21.762.126.462,(18.053.965.426),,,21762126462.0,-18053965426.0
25,25,25,9. Chi phí bán hàng,31,(261.312.019.780),(148.661.288.583),,31.0,-261312019780.0,-148661288583.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,(540.790.663.717),(231.773.773.248),,31.0,-540790663717.0,-231773773248.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,1.618.169.847.877,792.348.058.401,,,1618169847877.0,792348058401.0
31,31,31,12. Thu nhập khác,32,48.225.613.845,8.239.472.445,,32.0,48225613845.0,8239472445.0
32,32,32,13. Chi phí khác,32,(8.151.407.203),(29.009.873.831),,32.0,-8151407203.0,-29009873831.0
40,40,40,14. Lợi nhuận/(lỗ) khác,32,40.074.206.642,(20.770.401.386),,32.0,40074206642.0,-20770401386.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,1.658.244.054.519,771.577.657.015,,,1658244054519.0,771577657015.0
51,51,51,16. Chi phí thuế TNDN hiện hành,34.1,(346.887.119.179),(119.789.766.028),,341.0,-346887119179.0,-119789766028.0
52,52,52,17. Thu nhập/(chi phí) thuế TNDN hoãn lại,34.3,3.229.922.543,(357.066.668),,343.0,3229922543.0,-357066668.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,1.314.586.857.883,651.430.824.319,,,1314586857883.0,651430824319.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,786.170.487.255,533.670.255.704,,,786170487255.0,533670255704.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,27.1,528.416.370.628,117.760.568.615,,271.0,528416370628.0,117760568615.0
