row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày 31 tháng12 năm 2016(dã được trình bày trước đây),Đơn vị tính: VND > Điều chỉnh,Đơn vị tính: VND > Năm tài chính kết thúc ngày 31 tháng12 năm 2016(trình bày lại),numeric__col_1,numeric__Năm tài chính kết thúc ngày 31 tháng12 năm 2016(dã được trình bày trước đây),numeric__Đơn vị tính: VND > Điều chỉnh,numeric__Đơn vị tính: VND > Năm tài chính kết thúc ngày 31 tháng12 năm 2016(trình bày lại)
BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,,,,
Tổng lợi nhuận trước thuế Khấu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT > Tổng lợi nhuận trước thuế Khấu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,Tổng lợi nhuận trước thuế Khấu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,(vi),699.642.049.999,71.935.607.016,771.577.657.015,,699642049999.0,71935607016.0,771577657015.0
Tổng lợi nhuận trước thuế Khấu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT > Tổng lợi nhuận trước thuế Khấu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,Tổng lợi nhuận trước thuế Khấu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,(vi),125.995.802.391,(21.805.459.206),104.190.343.185,,125995802391.0,-21805459206.0,104190343185.0
Lãi từ hoạt động đầu tư,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,(vi),(216.397.198.026),(50.130.147.810),(266.527.345.836),,-216397198026.0,-50130147810.0,-266527345836.0
Giảm các khoản phải trả,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT > Giảm các khoản phải trả,Giảm các khoản phải trả,(vii),(535.639.237.202),41.523.384.961,(494.115.852.241),,-535639237202.0,41523384961.0,-494115852241.0
Tăng chứng khoán kinh doanh,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT > Tăng chứng khoán kinh doanh,Tăng chứng khoán kinh doanh,(i),-,(197.046.708.523),(197.046.708.523),,,-197046708523.0,-197046708523.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",(i),(681.574.588.946),508.274.115.123,(173.300.473.823),,-681574588946.0,508274115123.0,-173300473823.0
"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT > Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",(i),886.789.206.156,(311.227.406.600),575.561.799.556,,886789206156.0,-311227406600.0,575561799556.0
"Cổ tức, lợi nhuận đã trả cho chủ sở hữu","BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT > Cổ tức, lợi nhuận đã trả cho chủ sở hữu","Cổ tức, lợi nhuận đã trả cho chủ sở hữu",(vii),(153.614.446.335),(41.523.384.961),(195.137.831.296),,-153614446335.0,-41523384961.0,-195137831296.0
