row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,7.447.578.048.018,6.375.260.768.165,,,7447578048018.0,6375260768165.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,1.097.517.266.477,2.912.224.131.908,,5.0,1097517266477.0,2912224131908.0
111,111,111,1. Tiền,,603.601.059.404,551.676.131.908,,,603601059404.0,551676131908.0
112,112,112,2. Các khoản tương đương tiền,,493.916.207.073,2.360.548.000.000,,,493916207073.0,2360548000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,1.546.228.259.969,353.394.502.790,,6.0,1546228259969.0,353394502790.0
121,121,121,1. Chứng khoán kinh doanh,,909.595.972.003,197.046.708.523,,,909595972003.0,197046708523.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(35.636.875.956),-,,,-35636875956.0,
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,,672.269.163.922,156.347.794.267,,,672269163922.0,156347794267.0
130,130,130,III. Các khoản phải thu ngắn hạn,,2.906.643.629.169,1.477.255.794.577,,,2906643629169.0,1477255794577.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,1.860.671.443.645,1.223.696.625.485,,71.0,1860671443645.0,1223696625485.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,63.610.678.720,40.031.806.525,,72.0,63610678720.0,40031806525.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,104.200.000.000,6.000.000.000,,8.0,104200000000.0,6000000000.0
136,136,136,4. Phải thu ngắn hạn khác,9,1.124.527.521.585,244.605.334.365,,9.0,1124527521585.0,244605334365.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"7.1, 7.2, 8, 9",(246.729.041.840),(37.077.971.798),,,-246729041840.0,-37077971798.0
139,139,139,6. Tài sản thiếu chờ xử lý,,363.027.059,-,,,363027059.0,
140,140,140,IV. Hàng tồn kho,11,1.854.862.342.903,1.599.320.549.702,,11.0,1854862342903.0,1599320549702.0
141,141,141,1. Hàng tồn kho,,1.869.533.076.685,1.605.320.276.853,,,1869533076685.0,1605320276853.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(14.670.733.782),(5.999.727.151),,,-14670733782.0,-5999727151.0
150,150,150,V. Tài sản ngắn hạn khác,,42.326.549.500,33.065.789.188,,,42326549500.0,33065789188.0
151,151,151,1. Chi phí trả trước ngắn hạn,17,15.748.235.351,3.500.945.005,,17.0,15748235351.0,3500945005.0
152,152,152,2. Thuế GTGT được khấu trừ,,14.874.139.858,25.951.710.367,,,14874139858.0,25951710367.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,11.704.174.291,3.613.133.816,,,11704174291.0,3613133816.0
