row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,6.462.097.204.415,2.557.862.751.858,,,6462097204415.0,2557862751858.0
210,210,210,I. Các khoản phải thu dài hạn,,79.226.298.470,431.000.000,,,79226298470.0,431000000.0
211,211,211,1. Phải thu dài hạn của khách hàng,7.1,75.339.914.100,-,,71.0,75339914100.0,
212,212,212,2. Trả trước cho người bán dài hạn,,917.100.000,-,,,917100000.0,
216,216,216,3. Phải thu dài hạn khác,,2.969.284.370,431.000.000,,,2969284370.0,431000000.0
220,220,220,II. Tài sản cố định,,3.043.665.083.104,966.172.163.921,,,3043665083104.0,966172163921.0
221,221,221,1. Tài sản cố định hữu hình,12,2.880.913.600.506,919.011.992.588,,12.0,2880913600506.0,919011992588.0
222,222,222,Nguyên giá,,5.058.980.927.810,1.845.841.427.074,,,5058980927810.0,1845841427074.0
223,223,223,Giá trị khấu hao lũy kế,,(2.178.067.327.304),(926.829.434.486),,,-2178067327304.0,-926829434486.0
227,227,227,2. Tài sản cố định vô hình,13,162.751.482.598,47.160.171.333,,13.0,162751482598.0,47160171333.0
228,228,228,Nguyên giá,,179.420.477.939,58.439.178.735,,,179420477939.0,58439178735.0
229,229,229,Giá trị hao mòn lũy kế,,(16.668.995.341),(11.279.007.402),,,-16668995341.0,-11279007402.0
230,230,230,III. Bất động sản đầu tư,14,218.930.439.828,126.271.840.991,,14.0,218930439828.0,126271840991.0
231,231,231,1. Nguyên giá,,249.527.882.070,135.324.654.546,,,249527882070.0,135324654546.0
232,232,232,Giá trị khấu hao lũy kế,,(30.597.442.242),(9.052.813.555),,,-30597442242.0,-9052813555.0
240,240,240,IV. Tài sản dở dang dài hạn,15,265.956.309.343,233.426.742.295,,15.0,265956309343.0,233426742295.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,265.956.309.343,233.426.742.295,,,265956309343.0,233426742295.0
250,250,250,V. Đầu tư tài chính dài hạn,16,1.672.377.287.976,1.003.976.347.979,,16.0,1672377287976.0,1003976347979.0
252,252,252,1. Đầu tư vào công ty liên kết,,1.207.984.753.588,1.000.267.658.228,,,1207984753588.0,1000267658228.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,95.417.309.831,3.495.681.301,,,95417309831.0,3495681301.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(1.222.933.776),(386.991.550),,,-1222933776.0,-386991550.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,,370.198.158.333,600.000.000,,,370198158333.0,600000000.0
260,260,260,VI. Tài sản dài hạn khác,,1.181.941.785.694,227.584.656.672,,,1181941785694.0,227584656672.0
261,261,261,1. Chi phí trả trước dài hạn,17,428.834.930.386,189.278.626.743,,17.0,428834930386.0,189278626743.0
262,262,262,2. Tài sản thuê thu nhập hoãn lại,34.3,11.592.718.157,5.676.808.934,,343.0,11592718157.0,5676808934.0
263,263,263,"3. Thiết bị vật tư, phụ tùng thay thế dài hạn",,603.026.667,-,,,603026667.0,
269,269,269,4. Lợi thể thương mại,18,740.911.110.484,32.629.220.995,,18.0,740911110484.0,32629220995.0
270,270,270,TỔNG CỘNG TÀI SẢN,,13.909.675.252.433,8.933.123.520.023,,,13909675252433.0,8933123520023.0
