row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước(Trình bày lại),numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước(Trình bày lại)
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
"- Chi phí nguyên liệu, vật liệu","Chi phí bán hàng > - Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",2.056.365.549,4.522.713.957,2056365549.0,4522713957.0
- Chi phí nhân công,Chi phí bán hàng > - Chi phí nhân công,- Chi phí nhân công,103.879.703.469,18.180.505.758,103879703469.0,18180505758.0
- Chi phí khấu hao,Chi phí bán hàng > - Chi phí khấu hao,- Chi phí khấu hao,3.454.850.047,4.085.810.363,3454850047.0,4085810363.0
- Chi phí dịch vụ mua ngoài,Chi phí bán hàng > - Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,94.145.243.689,60.625.721.300,94145243689.0,60625721300.0
- Chi phí bán hàng khác,Chi phí bán hàng > - Chi phí bán hàng khác,- Chi phí bán hàng khác,57.775.857.026,61.246.537.205,57775857026.0,61246537205.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,261.312.019.780,148.661.288.583,261312019780.0,148661288583.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
"- Chi phí nguyên liệu, vật liệu","Chi phí quản lý doanh nghiệp > - Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",15.532.393.315,12.302.940.124,15532393315.0,12302940124.0
- Chi phí nhân công,Chi phí quản lý doanh nghiệp > - Chi phí nhân công,- Chi phí nhân công,232.795.931.692,109.657.440.454,232795931692.0,109657440454.0
- Chi phí khấu hao,Chi phí quản lý doanh nghiệp > - Chi phí khấu hao,- Chi phí khấu hao,21.193.849.691,8.857.627.272,21193849691.0,8857627272.0
"- Tiền thuê đất và thuế, lệ phí khác","Chi phí quản lý doanh nghiệp > - Tiền thuê đất và thuế, lệ phí khác","- Tiền thuê đất và thuế, lệ phí khác",16.022.051.923,6.929.077.766,16022051923.0,6929077766.0
- Chi phí dự phòng/(hoản nhập dự phòng),Chi phí quản lý doanh nghiệp > - Chi phí dự phòng/(hoản nhập dự phòng),- Chi phí dự phòng/(hoản nhập dự phòng),19.682.380.882,(7.752.172.517),19682380882.0,-7752172517.0
- Phân bổ lợi thế thương mại(Thuyết minh số 18),Chi phí quản lý doanh nghiệp > - Phân bổ lợi thế thương mại(Thuyết minh số 18),- Phân bổ lợi thế thương mại(Thuyết minh số 18),60.802.015.143,-,60802015143.0,
- Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > - Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,57.126.608.802,33.071.439.384,57126608802.0,33071439384.0
- Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > - Chi phí quản lý doanh nghiệp khác,- Chi phí quản lý doanh nghiệp khác,117.635.432.269,68.707.420.765,117635432269.0,68707420765.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,540.790.663.717,231.773.773.248,540790663717.0,231773773248.0
